AphiaID	url	scientificname	authority	status	unacceptreason	taxonRankID	rank	valid_AphiaID	valid_name	valid_authority	parentNameUsageID	kingdom	phylum	class	order	family	genus	citation	lsid	isMarine	isBrackish	isFreshwater	isTerrestrial	isExtinct	match_type	modified
145065	https://www.marinespecies.org/aphia.php?p=taxdetails&id=145065	Cladophora sericea	(Hudson) Kützing, 1843	accepted	NA	220	Species	145065	Cladophora sericea	(Hudson) Kützing, 1843	143996	Plantae	Chlorophyta	Ulvophyceae	Cladophorales	Cladophoraceae	Cladophora	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Cladophora sericea (Hudson) Kützing, 1843. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145065 on 2024-11-05	urn:lsid:marinespecies.org:taxname:145065	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
494832	https://www.marinespecies.org/aphia.php?p=taxdetails&id=494832	Cladophora stimpsonii	Harvey, 1860	accepted	NA	220	Species	494832	Cladophora stimpsonii	Harvey, 1860	143996	Plantae	Chlorophyta	Ulvophyceae	Cladophorales	Cladophoraceae	Cladophora	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Cladophora stimpsonii Harvey, 1860. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=494832 on 2024-11-05	urn:lsid:marinespecies.org:taxname:494832	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
181576	https://www.marinespecies.org/aphia.php?p=taxdetails&id=181576	Cladotanytarsus	Kieffer, 1922	accepted	NA	180	Genus	181576	Cladotanytarsus	Kieffer, 1922	712121	Animalia	Arthropoda	Hexapoda	Diptera	Chironomidae	Cladotanytarsus	WoRMS (2024). Cladotanytarsus Kieffer, 1922. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=181576 on 2024-11-05	urn:lsid:marinespecies.org:taxname:181576	NA	NA	NA	NA	NA	exact	2012-12-17T12:53:19.303Z
145086	https://www.marinespecies.org/aphia.php?p=taxdetails&id=145086	Codium fragile	(Suringar) Hariot, 1889	accepted	NA	220	Species	145086	Codium fragile	(Suringar) Hariot, 1889	143999	Plantae	Chlorophyta	Ulvophyceae	Bryopsidales	Codiaceae	Codium	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Codium fragile (Suringar) Hariot, 1889. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145086 on 2024-11-05	urn:lsid:marinespecies.org:taxname:145086	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
373971	https://www.marinespecies.org/aphia.php?p=taxdetails&id=373971	Codium ritteri	Setchell & N.L.Gardner, 1903	accepted	NA	220	Species	373971	Codium ritteri	Setchell & N.L.Gardner, 1903	143999	Plantae	Chlorophyta	Ulvophyceae	Bryopsidales	Codiaceae	Codium	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Codium ritteri Setchell & N.L.Gardner, 1903. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=373971 on 2024-11-05	urn:lsid:marinespecies.org:taxname:373971	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
371787	https://www.marinespecies.org/aphia.php?p=taxdetails&id=371787	Codium setchellii	N.L.Gardner, 1919	accepted	NA	220	Species	371787	Codium setchellii	N.L.Gardner, 1919	143999	Plantae	Chlorophyta	Ulvophyceae	Bryopsidales	Codiaceae	Codium	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Codium setchellii N.L.Gardner, 1919. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=371787 on 2024-11-05	urn:lsid:marinespecies.org:taxname:371787	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
145316	https://www.marinespecies.org/aphia.php?p=taxdetails&id=145316	Coilodesme bulligera	Strömfelt, 1886	accepted	NA	220	Species	145316	Coilodesme bulligera	Strömfelt, 1886	144064	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Coilodesme	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Coilodesme bulligera Strömfelt, 1886. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145316 on 2024-11-05	urn:lsid:marinespecies.org:taxname:145316	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
494833	https://www.marinespecies.org/aphia.php?p=taxdetails&id=494833	Collinsiella tuberculata	Setchell & N.L.Gardner, 1903	accepted	NA	220	Species	494833	Collinsiella tuberculata	Setchell & N.L.Gardner, 1903	380902	Plantae	Chlorophyta	Ulvophyceae	Ulotrichales	Gomontiaceae	Collinsiella	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Collinsiella tuberculata Setchell & N.L.Gardner, 1903. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=494833 on 2024-11-05	urn:lsid:marinespecies.org:taxname:494833	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
494926	https://www.marinespecies.org/aphia.php?p=taxdetails&id=494926	Colpomenia durvillei	(Bory de Saint-Vincent) M.E.Ramírez, 1991	accepted	NA	220	Species	494926	Colpomenia durvillei	(Bory de Saint-Vincent) M.E.Ramírez, 1991	144253	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Scytosiphonaceae	Colpomenia	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Colpomenia durvillei (Bory de Saint-Vincent) M.E.Ramírez, 1991. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=494926 on 2024-11-05	urn:lsid:marinespecies.org:taxname:494926	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
373850	https://www.marinespecies.org/aphia.php?p=taxdetails&id=373850	Colpomenia tuberculata	D.A.Saunders, 1898	unaccepted	NA	220	Species	1652952	Encephalophycus tuberculatus	(D.A.Saunders) Santiañez, 2022	144253	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Scytosiphonaceae	Colpomenia	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Colpomenia tuberculata D.A.Saunders, 1898. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=373850 on 2024-11-05	urn:lsid:marinespecies.org:taxname:373850	1	NA	NA	NA	NA	exact	2024-02-22T08:10:17.317Z
372553	https://www.marinespecies.org/aphia.php?p=taxdetails&id=372553	Constantinea simplex	Setchell, 1901	accepted	NA	220	Species	372553	Constantinea simplex	Setchell, 1901	369518	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Dumontiaceae	Constantinea	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Constantinea simplex Setchell, 1901. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372553 on 2024-11-05	urn:lsid:marinespecies.org:taxname:372553	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
372171	https://www.marinespecies.org/aphia.php?p=taxdetails&id=372171	Constantinea subulifera	Setchell, 1906	accepted	NA	220	Species	372171	Constantinea subulifera	Setchell, 1906	369518	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Dumontiaceae	Constantinea	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Constantinea subulifera Setchell, 1906. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372171 on 2024-11-05	urn:lsid:marinespecies.org:taxname:372171	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
145108	https://www.marinespecies.org/aphia.php?p=taxdetails&id=145108	Corallina officinalis	Linnaeus, 1758	accepted	NA	220	Species	145108	Corallina officinalis	Linnaeus, 1758	144007	Plantae	Rhodophyta	Florideophyceae	Corallinales	Corallinaceae	Corallina	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Corallina officinalis Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145108 on 2024-11-05	urn:lsid:marinespecies.org:taxname:145108	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
494902	https://www.marinespecies.org/aphia.php?p=taxdetails&id=494902	Corallina vancouveriensis	Yendo, 1902	accepted	NA	220	Species	494902	Corallina vancouveriensis	Yendo, 1902	144007	Plantae	Rhodophyta	Florideophyceae	Corallinales	Corallinaceae	Corallina	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Corallina vancouveriensis Yendo, 1902. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=494902 on 2024-11-05	urn:lsid:marinespecies.org:taxname:494902	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
181580	https://www.marinespecies.org/aphia.php?p=taxdetails&id=181580	Corbicula fluminea	(O. F. Müller, 1774)	accepted	NA	220	Species	181580	Corbicula fluminea	(O. F. Müller, 1774)	238371	Animalia	Mollusca	Bivalvia	Venerida	Cyrenidae	Corbicula	MolluscaBase eds. (2024). MolluscaBase. Corbicula fluminea (O. F. Müller, 1774). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=181580 on 2024-11-05	urn:lsid:marinespecies.org:taxname:181580	0	NA	1	0	0	exact	2015-11-28T00:49:17.317Z
371985	https://www.marinespecies.org/aphia.php?p=taxdetails&id=371985	Costaria costata	(C.Agardh) De A.Saunders, 1895	accepted	NA	220	Species	371985	Costaria costata	(C.Agardh) De A.Saunders, 1895	369527	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Agaraceae	Costaria	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Costaria costata (C.Agardh) De A.Saunders, 1895. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=371985 on 2024-11-05	urn:lsid:marinespecies.org:taxname:371985	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
181574	https://www.marinespecies.org/aphia.php?p=taxdetails&id=181574	Cryptochironomus	Kieffer, 1918	accepted	NA	180	Genus	181574	Cryptochironomus	Kieffer, 1918	150882	Animalia	Arthropoda	Hexapoda	Diptera	Chironomidae	Cryptochironomus	WoRMS (2024). Cryptochironomus Kieffer, 1918. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=181574 on 2024-11-05	urn:lsid:marinespecies.org:taxname:181574	NA	NA	NA	NA	NA	exact	2006-07-31T06:57:06.160Z
372556	https://www.marinespecies.org/aphia.php?p=taxdetails&id=372556	Cryptonemia borealis	Kylin, 1925	accepted	NA	220	Species	372556	Cryptonemia borealis	Kylin, 1925	144042	Plantae	Rhodophyta	Florideophyceae	Halymeniales	Halymeniaceae	Cryptonemia	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Cryptonemia borealis Kylin, 1925. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372556 on 2024-11-05	urn:lsid:marinespecies.org:taxname:372556	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
372557	https://www.marinespecies.org/aphia.php?p=taxdetails&id=372557	Cryptonemia obovata	J.Agardh, 1876	accepted	NA	220	Species	372557	Cryptonemia obovata	J.Agardh, 1876	144042	Plantae	Rhodophyta	Florideophyceae	Halymeniales	Halymeniaceae	Cryptonemia	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Cryptonemia obovata J.Agardh, 1876. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372557 on 2024-11-05	urn:lsid:marinespecies.org:taxname:372557	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
372563	https://www.marinespecies.org/aphia.php?p=taxdetails&id=372563	Cryptosiphonia woodii	(J.Agardh) J.Agardh, 1876	accepted	NA	220	Species	372563	Cryptosiphonia woodii	(J.Agardh) J.Agardh, 1876	369539	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Dumontiaceae	Cryptosiphonia	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Cryptosiphonia woodii (J.Agardh) J.Agardh, 1876. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372563 on 2024-11-05	urn:lsid:marinespecies.org:taxname:372563	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
373999	https://www.marinespecies.org/aphia.php?p=taxdetails&id=373999	Cumagloia andersonii	(Farlow) Setchell & N.L.Gardner, 1917	accepted	NA	220	Species	373999	Cumagloia andersonii	(Farlow) Setchell & N.L.Gardner, 1917	369542	Plantae	Rhodophyta	Florideophyceae	Nemaliales	Liagoraceae	Cumagloia	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Cumagloia andersonii (Farlow) Setchell & N.L.Gardner, 1917. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=373999 on 2024-11-05	urn:lsid:marinespecies.org:taxname:373999	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
708086	https://www.marinespecies.org/aphia.php?p=taxdetails&id=708086	Cumathamnion decipiens	(J.Agardh) M.J.Wynne & G.W.Saunders, 2012	accepted	NA	220	Species	708086	Cumathamnion decipiens	(J.Agardh) M.J.Wynne & G.W.Saunders, 2012	369543	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Delesseriaceae	Cumathamnion	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Cumathamnion decipiens (J.Agardh) M.J.Wynne & G.W.Saunders, 2012. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=708086 on 2024-11-05	urn:lsid:marinespecies.org:taxname:708086	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
159088	https://www.marinespecies.org/aphia.php?p=taxdetails&id=159088	Cygnus columbianus	(Ord, 1815)	accepted	NA	220	Species	159088	Cygnus columbianus	(Ord, 1815)	159087	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus	WoRMS (2024). Cygnus columbianus (Ord, 1815). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159088 on 2024-11-05	urn:lsid:marinespecies.org:taxname:159088	0	NA	1	1	NA	exact	2011-04-27T09:01:37.467Z
159090	https://www.marinespecies.org/aphia.php?p=taxdetails&id=159090	Cygnus olor	(Gmelin, 1789)	accepted	NA	220	Species	159090	Cygnus olor	(Gmelin, 1789)	159087	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus	WoRMS (2024). Cygnus olor (Gmelin, 1789). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159090 on 2024-11-05	urn:lsid:marinespecies.org:taxname:159090	0	NA	1	1	NA	exact	2011-04-27T09:01:37.467Z
373978	https://www.marinespecies.org/aphia.php?p=taxdetails&id=373978	Cymathaere triplicata	(Postels & Ruprecht) J.Agardh, 1868	accepted	NA	220	Species	373978	Cymathaere triplicata	(Postels & Ruprecht) J.Agardh, 1868	369546	Chromista	Ochrophyta	Phaeophyceae	Laminariales	Laminariaceae	Cymathaere	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Cymathaere triplicata (Postels & Ruprecht) J.Agardh, 1868. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=373978 on 2024-11-05	urn:lsid:marinespecies.org:taxname:373978	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
160026	https://www.marinespecies.org/aphia.php?p=taxdetails&id=160026	Cypridopsis vidua	(Müller, 1776)	accepted	NA	220	Species	160026	Cypridopsis vidua	(Müller, 1776)	160025	Animalia	Arthropoda	Ostracoda	Podocopida	Cyprididae	Cypridopsis	Brandão, S.N.; Antonietto, L.S; Nery, D.G.; Pereira, J.S.; Praxedes, R.A.; Santos, S.G.; Karanovic, I. (2024). World Ostracoda Database. Cypridopsis vidua (Müller, 1776). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=160026 on 2024-11-05	urn:lsid:marinespecies.org:taxname:160026	0	0	1	0	0	exact	2024-09-07T12:36:18.870Z
380109	https://www.marinespecies.org/aphia.php?p=taxdetails&id=380109	Darwinia	Pereyaslawzewa, 1892	accepted	NA	180	Genus	380109	Darwinia	Pereyaslawzewa, 1892	391926	Animalia	Platyhelminthes	NA	NA	NA	Darwinia	Tyler, S., Artois, T.; Schilling, S.; Hooge, M.; Bush, L.F. (eds) (2006-2024). World List of turbellarian worms: Acoelomorpha, Catenulida, Rhabditophora. Darwinia Pereyaslawzewa, 1892. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=380109 on 2024-11-05	urn:lsid:marinespecies.org:taxname:380109	NA	NA	NA	NA	NA	exact	2010-06-17T13:06:02.197Z
375784	https://www.marinespecies.org/aphia.php?p=taxdetails&id=375784	Dasya binghamiae	A.J.K.Millar, 1996	accepted	NA	220	Species	375784	Dasya binghamiae	A.J.K.Millar, 1996	143870	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Delesseriaceae	Dasya	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dasya binghamiae A.J.K.Millar, 1996. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=375784 on 2024-11-05	urn:lsid:marinespecies.org:taxname:375784	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
497742	https://www.marinespecies.org/aphia.php?p=taxdetails&id=497742	Dasya californica	N.L.Gardner, 1927	unaccepted	synonym	220	Species	550851	Dasya sinicola var. californica	(Gardner) Dawson, 1963	143870	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Delesseriaceae	Dasya	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dasya californica N.L.Gardner, 1927. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=497742 on 2024-11-05	urn:lsid:marinespecies.org:taxname:497742	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
372815	https://www.marinespecies.org/aphia.php?p=taxdetails&id=372815	Dasya sinicola	(Setchell & N.L.Gardner) E.Y.Dawson, 1959	accepted	NA	220	Species	372815	Dasya sinicola	(Setchell & N.L.Gardner) E.Y.Dawson, 1959	143870	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Delesseriaceae	Dasya	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dasya sinicola (Setchell & N.L.Gardner) E.Y.Dawson, 1959. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372815 on 2024-11-05	urn:lsid:marinespecies.org:taxname:372815	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
836896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=836896	Dasysiphonia japonica	(Yendo) H.-S.Kim, 2012	accepted	NA	220	Species	836896	Dasysiphonia japonica	(Yendo) H.-S.Kim, 2012	369554	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Delesseriaceae	Dasysiphonia	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dasysiphonia japonica (Yendo) H.-S.Kim, 2012. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=836896 on 2024-11-05	urn:lsid:marinespecies.org:taxname:836896	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
372564	https://www.marinespecies.org/aphia.php?p=taxdetails&id=372564	Delesseria decipiens	J.Agardh, 1872	unaccepted	synonym	220	Species	708086	Cumathamnion decipiens	(J.Agardh) M.J.Wynne & G.W.Saunders, 2012	143883	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Delesseriaceae	Delesseria	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Delesseria decipiens J.Agardh, 1872. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=372564 on 2024-11-05	urn:lsid:marinespecies.org:taxname:372564	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
144462	https://www.marinespecies.org/aphia.php?p=taxdetails&id=144462	Derbesia marina	(Lyngbye) Solier, 1846	accepted	NA	220	Species	144462	Derbesia marina	(Lyngbye) Solier, 1846	143814	Plantae	Chlorophyta	Ulvophyceae	Bryopsidales	Derbesiaceae	Derbesia	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Derbesia marina (Lyngbye) Solier, 1846. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144462 on 2024-11-05	urn:lsid:marinespecies.org:taxname:144462	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
993490	https://www.marinespecies.org/aphia.php?p=taxdetails&id=993490	Dero	Oken, 1815	accepted	NA	180	Genus	993490	Dero	Oken, 1815	176043	Animalia	Annelida	Clitellata	Tubificida	Naididae	Dero	WoRMS (2024). Dero Oken, 1815. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=993490 on 2024-11-05	urn:lsid:marinespecies.org:taxname:993490	NA	NA	1	NA	0	exact	2022-02-06T15:10:29.650Z
1040489	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1040489	Dero abranchiata	Harman, 1977	accepted	NA	220	Species	1040489	Dero abranchiata	Harman, 1977	993490	Animalia	Annelida	Clitellata	Tubificida	Naididae	Dero	WoRMS (2024). Dero abranchiata Harman, 1977. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1040489 on 2024-11-05	urn:lsid:marinespecies.org:taxname:1040489	0	NA	1	0	NA	exact	2017-10-18T12:31:40.660Z
1015304	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1015304	Dero digitata	(Müller, 1774)	accepted	NA	220	Species	1015304	Dero digitata	(Müller, 1774)	993490	Animalia	Annelida	Clitellata	Tubificida	Naididae	Dero	WoRMS (2024). Dero digitata (Müller, 1774). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1015304 on 2024-11-05	urn:lsid:marinespecies.org:taxname:1015304	0	0	1	0	0	exact	2017-07-12T17:46:35.037Z
145307	https://www.marinespecies.org/aphia.php?p=taxdetails&id=145307	Desmarestia aculeata	(Linnaeus) J.V.Lamouroux, 1813	accepted	NA	220	Species	145307	Desmarestia aculeata	(Linnaeus) J.V.Lamouroux, 1813	144061	Chromista	Ochrophyta	Phaeophyceae	Desmarestiales	Desmarestiaceae	Desmarestia	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Desmarestia aculeata (Linnaeus) J.V.Lamouroux, 1813. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145307 on 2024-11-05	urn:lsid:marinespecies.org:taxname:145307	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
239201	https://www.marinespecies.org/aphia.php?p=taxdetails&id=239201	Desmarestia herbacea	(Turner) J.V.Lamouroux, 1813	accepted	NA	220	Species	239201	Desmarestia herbacea	(Turner) J.V.Lamouroux, 1813	144061	Chromista	Ochrophyta	Phaeophyceae	Desmarestiales	Desmarestiaceae	Desmarestia	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Desmarestia herbacea (Turner) J.V.Lamouroux, 1813. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239201 on 2024-11-05	urn:lsid:marinespecies.org:taxname:239201	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
145309	https://www.marinespecies.org/aphia.php?p=taxdetails&id=145309	Desmarestia ligulata	(Stackhouse) J.V.Lamouroux, 1813	accepted	NA	220	Species	145309	Desmarestia ligulata	(Stackhouse) J.V.Lamouroux, 1813	144061	Chromista	Ochrophyta	Phaeophyceae	Desmarestiales	Desmarestiaceae	Desmarestia	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Desmarestia ligulata (Stackhouse) J.V.Lamouroux, 1813. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145309 on 2024-11-05	urn:lsid:marinespecies.org:taxname:145309	1	NA	NA	NA	NA	exact	2015-06-26T12:00:51.270Z
