Project Request,Scientific name,Point of Contact for Submission,Email,Common Name,Survey Type
EcoFOCI Zooplankton,Pandalidae,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Pandalus borealis,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Pandalus goniurus,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Pandalus jordani,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Pandalus spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Paracalanus spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Paraeuchaeta barbata,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Paraeuchaeta elongata,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Euchaeta elongata,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Paraeuchaeta glacialis,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Paraeuchaeta polaris,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Paraeuchaeta spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Paragotoea bathybia,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Paraheterorhabdus compactus,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Paraheterorhabdus,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Paramphithoe spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Paraphoxus spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Parasagitta elegans,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Pelagobia longicirrata,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Penaeidae,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Perigonimus spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Phalacrophorus pictus,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Phalacrophorus borealis,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Phalascophorus pictusborealis,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Phoronida actinotroch,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Phronimoidea,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Pleuromamma quadrungulata,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Pleuromamma scutullata,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Pleuromamma spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Plotocnide borealis,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Podon leuckarti,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Podon spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Polychaeta,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Polychaete larvae,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Primno macropa,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Proboscidactyla flavicirrata,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Proceroecia vitjazi,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Pseudaugaptilus polaris,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Pseudaugaptilus spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Pseudhaloptilus pacificus,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Pseudhaloptilus spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Pseudoamallothrix ovata,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Pseudoamallothrix spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Pseudocalanus spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Pseudochirella spectabilis,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Pseudochirella spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Pseudomma truncatum,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Ptychogena lactea,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Racovitzanus antarcticus,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Racovitzanus spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Rathkea octopunctata,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Rhabdoon reesi,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Rhachotropis inflata,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Rhachotropis aculeata,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Rhachotropis spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Rudjakovia plicata,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Sagitta maxima,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Sagitta spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Sarsia principes,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Sarsia spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Sarsia tubulosa,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Scaphocalanus brevicornis,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Scaphocalanus magnus,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Scaphocalanus acrocephalus,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Scaphocalanus polaris,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Scaphocalanus spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Scina pusilla,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Scina spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Sclerocrangon boreas,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Scolecithricella minor,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Scolecithricella spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Scolecithricidae,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Scyphozoa,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Sergestidae,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Sminthea arctica,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Solmundella bitentaculata,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Spinocalanus antarcticus,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Spinocalanus elongatus,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Spinocalanus horridus,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Spinocalanus longicornis,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Spinocalanus polaris,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Spinocalanus spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Spirontocaris phippsii,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Stilomysis grandis,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Stylocheiron spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Syrrhoe spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Tanaidacea,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Temorites brevis,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Temorites spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Tessarabrachion oculatum,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Thaliacea,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Tharybis groenlandicus,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Tharybis spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Themisto abyssorum,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Themisto libellula,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Themisto pacifica,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Parathemisto pacifica,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Themisto spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Thysanoessa inermis,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Thysanoessa inspinata,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Thysanoessa longipes,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Thysanoessa raschii,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Thysanoessa spinifera,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Tiaropsidium kelseyi,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Tiaropsidium spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Tiaropsis multicirrata,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Tomopteris septentrionalis,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Tomopteris spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Tortanus discaudatus,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Trachymedusae,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Triconia spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Typhloscolex muelleri,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Undinella oblonga,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Undinella spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Vibilia spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Xanthocalanus spp.,David Kimmel,david.kimmel@noaa.gov,,Encountered
EcoFOCI Zooplankton,Xenoacanthomysis pseudomacropsis,David Kimmel,david.kimmel@noaa.gov,,Encountered
