Project Requested,scientific_name,Point of Contact for Submission,Email,Common Name,Survey Type,locality
GOM Species List,Urophycis cirrata,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Urophycis earllii,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Urophycis earllii,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Urophycis earllii,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Urophycis earllii,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Urophycis earllii,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Urophycis cirrata,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Urophycis cirrata,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Urophycis cirrata,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Urophycis cirrata,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Neodasys cirritus,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Urophycis cirrata,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Urophycis cirrata,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Urophycis cirrata,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Urophycis cirrata,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Urophycis cirrata,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Urophycis cirrata,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Urophycis cirrata,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Urophycis cirrata,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Urophycis cirrata,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Urophycis cirrata,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Urophycis cirrata,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Urophycis cirrata,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Urophycis cirrata,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Urophycis cirrata,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Urophycis cirrata,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Bregmaceros cantori,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Bregmaceros cantori,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Bregmaceros houdei,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Bregmaceros houdei,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Bregmaceros cf. mcclellandii,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Melanonus zugmayeri,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Neodasys cirritus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Melanonus zugmayeri,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Melanonus zugmayeri,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Melanonus zugmayeri,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Bregmaceros atlanticus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Melanonus zugmayeri,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Melanonus zugmayeri,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Melanonus zugmayeri,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Melanonus zugmayeri,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Melanonus zugmayeri,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Melanonus zugmayeri,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Melanonus zugmayeri,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Melanonus zugmayeri,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Melanonus zugmayeri,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Laemonema goodebeanorum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Physiculus fulvus,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Physiculus fulvus,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Physiculus fulvus,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Physiculus fulvus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Physiculus fulvus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Physiculus fulvus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Melanonus zugmayeri,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Melanonus zugmayeri,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Melanonus zugmayeri,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Laemonema barbatulum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Laemonema barbatulum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Laemonema barbatulum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Laemonema barbatulum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Laemonema barbatulum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Laemonema barbatulum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Laemonema barbatulum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Laemonema goodebeanorum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Laemonema goodebeanorum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Laemonema goodebeanorum,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Gadella imberbis,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Gadella imberbis,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Gadella imberbis,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Gadella imberbis,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Gadella imberbis,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Gadella imberbis,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Gadella imberbis,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Gadella imberbis,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Gadella imberbis,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Laemonema barbatulum,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Steindachneria argentea,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Steindachneria argentea,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Steindachneria argentea,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Steindachneria argentea,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Steindachneria argentea,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Steindachneria argentea,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Steindachneria argentea,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Gadella imberbis,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Gadella imberbis,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Gadella imberbis,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Steindachneria argentea,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Gadomus longifilis,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Gadomus longifilis,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Gadomus longifilis,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Gadomus longifilis,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Gadomus longifilis,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Gadomus longifilis,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Gadomus longifilis,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Squalogadus modificatus,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Gadomus dispar,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Gadomus longifilis,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Gadomus longifilis,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Gadomus longifilis,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Gadomus longifilis,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Gadomus longifilis,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Gadomus longifilis,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Gadomus longifilis,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Gadomus longifilis,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Gadomus longifilis,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Gadomus arcuatus,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Gadomus arcuatus,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Gadomus arcuatus,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Gadomus arcuatus,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Gadomus arcuatus,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Gadomus arcuatus,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Gadomus arcuatus,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Gadomus arcuatus,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Gadomus arcuatus,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Gadomus dispar,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Bathygadus melanobranchus,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Bathygadus melanobranchus,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Bathygadus melanobranchus,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Gadomus arcuatus,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Gadomus arcuatus,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Gadomus arcuatus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Gadomus arcuatus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Gadomus arcuatus,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Gadomus arcuatus,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Gadomus arcuatus,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Bathygadus melanobranchus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Bathygadus melanobranchus,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Bathygadus melanobranchus,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Bathygadus melanobranchus,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Bathygadus melanobranchus,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Bathygadus melanobranchus,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Bathygadus melanobranchus,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Bathygadus melanobranchus,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Bathygadus melanobranchus,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Bathygadus melanobranchus,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Bathygadus macrops,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Bathygadus macrops,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Bathygadus macrops,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Bathygadus macrops,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Bathygadus macrops,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Bathygadus macrops,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Bathygadus macrops,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Bathygadus melanobranchus,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Bathygadus melanobranchus,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Bathygadus melanobranchus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Bathygadus favosus,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Bathygadus favosus,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Bathygadus favosus,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Bathygadus favosus,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Bathygadus favosus,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Bathygadus favosus,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Bathygadus favosus,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Bathygadus favosus,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Bathygadus favosus,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Bathygadus macrops,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Ventrifossa macropogon,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Ventrifossa mucocephalus,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Ventrifossa mucocephalus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Bathygadus favosus,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Bathygadus favosus,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Bathygadus favosus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Bathygadus favosus,,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Bathygadus favosus,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Bathygadus favosus,,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Bathygadus favosus,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Trachonurus sulcatus,,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Trachonurus sulcatus,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Trachonurus sulcatus,,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Trachonurus sulcatus,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Trachonurus sulcatus,,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Trachonurus sulcatus,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Trachonurus sulcatus,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Trachonurus sulcatus,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Trachonurus sulcatus,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Ventrifossa macropogon,,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Sphagemacrurus grenadae,,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Sphagemacrurus grenadae,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Sphagemacrurus grenadae,,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
