Scientific.Name	Source
Hydrolagus colliei	Walker_Miller_Lea_Combo_20210216
Hydrolagus melanophasma	Walker_Miller_Lea_Combo_20210216
Hygophum atratum	Walker_Miller_Lea_Combo_20210216
Hygophum proximum	Walker_Miller_Lea_Combo_20210216
Hygophum reinhardtii	Walker_Miller_Lea_Combo_20210216
Hyocritichthys analis	Walker_Miller_Lea_Combo_20210216
Hypanus dipterurus	Walker_Miller_Lea_Combo_20210216
Hyperprosopon argenteum	Walker_Miller_Lea_Combo_20210216
Hyperprosopon ellipticum	Walker_Miller_Lea_Combo_20210216
Hypomesus nipponensis	Walker_Miller_Lea_Combo_20210216
Hypomesus pretiosus	Walker_Miller_Lea_Combo_20210216
Hypomesus transpacificus	Walker_Miller_Lea_Combo_20210216
Hyporhamphus naos	Walker_Miller_Lea_Combo_20210216
Hyporhamphus rosae	Walker_Miller_Lea_Combo_20210216
Hyporthodus acanthistius	Walker_Miller_Lea_Combo_20210216
Hyporthodus niphobles	Walker_Miller_Lea_Combo_20210216
Hypsagonus quadricornis	Walker_Miller_Lea_Combo_20210216
Hypsoblennius gentilis	Walker_Miller_Lea_Combo_20210216
Hypsoblennius gilberti	Walker_Miller_Lea_Combo_20210216
Hypsoblennius jenkinsi	Walker_Miller_Lea_Combo_20210216
Hypsypops rubicundus	Walker_Miller_Lea_Combo_20210216
Icelinus borealis	Walker_Miller_Lea_Combo_20210216
Icelinus burchami	Walker_Miller_Lea_Combo_20210216
Icelinus cavifrons	Walker_Miller_Lea_Combo_20210216
Icelinus filamentosus	Walker_Miller_Lea_Combo_20210216
Icelinus fimbriatus	Walker_Miller_Lea_Combo_20210216
Icelinus limbaughi	Walker_Miller_Lea_Combo_20210216
Icelinus oculatus	Walker_Miller_Lea_Combo_20210216
Icelinus quadriseriatus	Walker_Miller_Lea_Combo_20210216
Icelinus tenuis	Walker_Miller_Lea_Combo_20210216
Icelus spiniger	Walker_Miller_Lea_Combo_20210216
Ichthyococcus elongatus	Walker_Miller_Lea_Combo_20210216
Ichthyococcus irregularis	Walker_Miller_Lea_Combo_20210216
Icichthys lockingtoni	Walker_Miller_Lea_Combo_20210216
Icosteus aenigmaticus	Walker_Miller_Lea_Combo_20210216
Idiacanthus antrostomus	Walker_Miller_Lea_Combo_20210216
Idiacanthus fasciola	Walker_Miller_Lea_Combo_20210216
Ilypnus gilberti	Walker_Miller_Lea_Combo_20210216
Iniistius pavo	Walker_Miller_Lea_Combo_20210216
Isistius brasiliensis	Walker_Miller_Lea_Combo_20210216
Isopsetta isolepis	Walker_Miller_Lea_Combo_20210216
Istiompax indica	Walker_Miller_Lea_Combo_20210216
Istiophorus platypterus	Walker_Miller_Lea_Combo_20210216
Isurus oxyrinchus	Walker_Miller_Lea_Combo_20210216
Isurus paucus	Walker_Miller_Lea_Combo_20210216
Johnrandallia nigrirostris	Walker_Miller_Lea_Combo_20210216
Jordania zonope	Walker_Miller_Lea_Combo_20210216
Kajikia audax	Walker_Miller_Lea_Combo_20210216
Kali falx	Walker_Miller_Lea_Combo_20210216
Kali indica	Walker_Miller_Lea_Combo_20210216
Kali kerberti	Walker_Miller_Lea_Combo_20210216
Kali macrura	Walker_Miller_Lea_Combo_20210216
Kasatkia seigeli	Walker_Miller_Lea_Combo_20210216
Kathetostoma averruncus	Walker_Miller_Lea_Combo_20210216
Katsuwonus pelamis	Walker_Miller_Lea_Combo_20210216
Kyphosus ocyurus	Walker_Miller_Lea_Combo_20210216
Kyphosus analogus	Walker_Miller_Lea_Combo_20210216
Kyphosus azureus	Walker_Miller_Lea_Combo_20210216
Kyphosus vaigiensis	Walker_Miller_Lea_Combo_20210216
Labrisomus multiporosus	Walker_Miller_Lea_Combo_20210216
Labrisomus wigginsi	Walker_Miller_Lea_Combo_20210216
Labrisomus xanti	Walker_Miller_Lea_Combo_20210216
Lactoria diaphana	Walker_Miller_Lea_Combo_20210216
Lagocephalus lagocephalus	Walker_Miller_Lea_Combo_20210216
Lamna ditropis	Walker_Miller_Lea_Combo_20210216
Lampadena urophaos	Walker_Miller_Lea_Combo_20210216
Lampanyctus acanthurus	Walker_Miller_Lea_Combo_20210216
Lampanyctus festivus	Walker_Miller_Lea_Combo_20210216
Lampanyctus jordani	Walker_Miller_Lea_Combo_20210216
Lampanyctus nobilis	Walker_Miller_Lea_Combo_20210216
Lampanyctus parvicauda	Walker_Miller_Lea_Combo_20210216
Lampanyctus steinbecki	Walker_Miller_Lea_Combo_20210216
Lampanyctus tenuiformis	Walker_Miller_Lea_Combo_20210216
Lampetra ayresii	Walker_Miller_Lea_Combo_20210216
Lampris incognitus	Walker_Miller_Lea_Combo_20210216
Lampris megalopsis	Walker_Miller_Lea_Combo_20210216
Lamprogrammus niger	Walker_Miller_Lea_Combo_20210216
Larimus acclivis	Walker_Miller_Lea_Combo_20210216
Leiocottus hirundo	Walker_Miller_Lea_Combo_20210216
Lepidocybium flavobrunneum	Walker_Miller_Lea_Combo_20210216
Lepidogobius lepidus	Walker_Miller_Lea_Combo_20210216
Lepidopsetta bilineata	Walker_Miller_Lea_Combo_20210216
Lepidopsetta polyxystra	Walker_Miller_Lea_Combo_20210216
Lepidopus fitchi	Walker_Miller_Lea_Combo_20210216
Lepophidium microlepis	Walker_Miller_Lea_Combo_20210216
Lepophidium negropinna	Walker_Miller_Lea_Combo_20210216
Lepophidium prorates	Walker_Miller_Lea_Combo_20210216
Lepophidium stigmatistium	Walker_Miller_Lea_Combo_20210216
Leptacanthichthys gracilispinis	Walker_Miller_Lea_Combo_20210216
Leptagonus frenatus	Walker_Miller_Lea_Combo_20210216
Leptochilichtys agassizi	Walker_Miller_Lea_Combo_20210216
Leptoclinus maculatus	Walker_Miller_Lea_Combo_20210216
Leptocottus armatus	Walker_Miller_Lea_Combo_20210216
Lestidiops pacificus	Walker_Miller_Lea_Combo_20210216
Lestidiops phyranopsis	Walker_Miller_Lea_Combo_20210216
Lestidiops ringens	Walker_Miller_Lea_Combo_20210216
Lestidium nudum	Walker_Miller_Lea_Combo_20210216
Lethops connectens	Walker_Miller_Lea_Combo_20210216
Leuresthes tenuis	Walker_Miller_Lea_Combo_20210216
Leuroglossus schmidti	Walker_Miller_Lea_Combo_20210216
Leuroglossus stilbius	Walker_Miller_Lea_Combo_20210216
Linophryne coronate	Walker_Miller_Lea_Combo_20210216
Linophryne racemifera	Walker_Miller_Lea_Combo_20210216
Liparis adiastolus	Walker_Miller_Lea_Combo_20210216
Liparis callyodon	Walker_Miller_Lea_Combo_20210216
Liparis dennyi	Walker_Miller_Lea_Combo_20210216
Liparis florae	Walker_Miller_Lea_Combo_20210216
Liparis fucensis	Walker_Miller_Lea_Combo_20210216
Liparis gibbus	Walker_Miller_Lea_Combo_20210216
Liparis greeni	Walker_Miller_Lea_Combo_20210216
Liparis mucosus	Walker_Miller_Lea_Combo_20210216
Liparis pulchellus	Walker_Miller_Lea_Combo_20210216
Liparis rutteri	Walker_Miller_Lea_Combo_20210216
Lipariscus nanus	Walker_Miller_Lea_Combo_20210216
Lipolagus ochotensis	Walker_Miller_Lea_Combo_20210216
Lobianchia gemellarii	Walker_Miller_Lea_Combo_20210216
Lobotes pacificus	Walker_Miller_Lea_Combo_20210216
Lophiodes caulinaris	Walker_Miller_Lea_Combo_20210216
Lophiodes spilurus	Walker_Miller_Lea_Combo_20210216
Lophotus capellei	Walker_Miller_Lea_Combo_20210216
Loweina rara	Walker_Miller_Lea_Combo_20210216
Lucania goodei	Walker_Miller_Lea_Combo_20210216
Lucania parva	Walker_Miller_Lea_Combo_20210216
Lumpenella longirostris	Walker_Miller_Lea_Combo_20210216
Lumpenopsis clitella	Walker_Miller_Lea_Combo_20210216
Lumpenopsis hypochroma	Walker_Miller_Lea_Combo_20210216
Lumpenus sagitta	Walker_Miller_Lea_Combo_20210216
Lutjanus argentiventris	Walker_Miller_Lea_Combo_20210216
Lutjanus colorado	Walker_Miller_Lea_Combo_20210216
Lutjanus guttatus	Walker_Miller_Lea_Combo_20210216
Lutjanus novemfasciatus	Walker_Miller_Lea_Combo_20210216
Lutjanus peru	Walker_Miller_Lea_Combo_20210216
Luvarus imperialis	Walker_Miller_Lea_Combo_20210216
Lycenchelys callista	Walker_Miller_Lea_Combo_20210216
Lycenchelys camchatica	Walker_Miller_Lea_Combo_20210216
Lycenchelys crotalinus	Walker_Miller_Lea_Combo_20210216
Lycenchelys jordani	Walker_Miller_Lea_Combo_20210216
Lycenchelys micropora	Walker_Miller_Lea_Combo_20210216
Lycenchelys monstrosa	Walker_Miller_Lea_Combo_20210216
Lycenchelys pearcyi	Walker_Miller_Lea_Combo_20210216
Lycodapus dermatinus	Walker_Miller_Lea_Combo_20210216
Lycodapus endemoscotus	Walker_Miller_Lea_Combo_20210216
Lycodapus fierasfer	Walker_Miller_Lea_Combo_20210216
Lycodapus mandibularis	Walker_Miller_Lea_Combo_20210216
Lycodapus pachysoma	Walker_Miller_Lea_Combo_20210216
Lycodapus parviceps	Walker_Miller_Lea_Combo_20210216
Lycodapus psarostomatus	Walker_Miller_Lea_Combo_20210216
Lycodes beringi	Walker_Miller_Lea_Combo_20210216
Lycodes brevipes	Walker_Miller_Lea_Combo_20210216
Lycodes cortezianus	Walker_Miller_Lea_Combo_20210216
Lycodes diapterus	Walker_Miller_Lea_Combo_20210216
Lycodes pacificus	Walker_Miller_Lea_Combo_20210216
Lycodes palearis	Walker_Miller_Lea_Combo_20210216
Lyconema barbatum	Walker_Miller_Lea_Combo_20210216
Lyopsetta exilis	Walker_Miller_Lea_Combo_20210216
Lythrypnus dalli	Walker_Miller_Lea_Combo_20210216
Lythrypnus zebra	Walker_Miller_Lea_Combo_20210216
Macroparalepis johnfitchi	Walker_Miller_Lea_Combo_20210216
Macropinna microstoma	Walker_Miller_Lea_Combo_20210216
Macroramphosus gracilis	Walker_Miller_Lea_Combo_20210216
Macroramphosus scolopax	Walker_Miller_Lea_Combo_20210216
Magnisudis atlantica	Walker_Miller_Lea_Combo_20210216
Makaira nigricans	Walker_Miller_Lea_Combo_20210216
Malacocephalus laevis	Walker_Miller_Lea_Combo_20210216
Malacocottus kincaidi	Walker_Miller_Lea_Combo_20210216
Malacocottus zonurus	Walker_Miller_Lea_Combo_20210216
Malacoctenus gigas	Walker_Miller_Lea_Combo_20210216
Malacoctenus hubbsi	Walker_Miller_Lea_Combo_20210216
Malacoctenus zacae	Walker_Miller_Lea_Combo_20210216
Malacosteus niger	Walker_Miller_Lea_Combo_20210216
Mallotus catervarius	Walker_Miller_Lea_Combo_20210216
Masturus lanceolatus	Walker_Miller_Lea_Combo_20210216
Maulisia argipalla	Walker_Miller_Lea_Combo_20210216
Maulisia mauli	Walker_Miller_Lea_Combo_20210216
Maurolicus muellari	Walker_Miller_Lea_Combo_20210216
Medialuna californiensis	Walker_Miller_Lea_Combo_20210216
Megachasma pelagios	Walker_Miller_Lea_Combo_20210216
Melamphaes acanthomus	Walker_Miller_Lea_Combo_20210216
Melamphaes janae	Walker_Miller_Lea_Combo_20210216
Melamphaes laeviceps	Walker_Miller_Lea_Combo_20210216
Melamphaes longivelis	Walker_Miller_Lea_Combo_20210216
Melamphaes lugubris	Walker_Miller_Lea_Combo_20210216
Melamphaes macrocephlus	Walker_Miller_Lea_Combo_20210216
Melamphaes parvus	Walker_Miller_Lea_Combo_20210216
Melamphaes suborbitalis	Walker_Miller_Lea_Combo_20210216
Melanocetus johnsonii	Walker_Miller_Lea_Combo_20210216
Melanolagus bericoides	Walker_Miller_Lea_Combo_20210216
Melanonus zugmayeri	Walker_Miller_Lea_Combo_20210216
Melanostigma pammelas	Walker_Miller_Lea_Combo_20210216
Melanostomias valdiviae	Walker_Miller_Lea_Combo_20210216
Melichthys niger	Walker_Miller_Lea_Combo_20210216
Menidia audens	Walker_Miller_Lea_Combo_20210216
Menticirrhus undulatus	Walker_Miller_Lea_Combo_20210216
Mentodus eubranchus	Walker_Miller_Lea_Combo_20210216
Mentodus facilis	Walker_Miller_Lea_Combo_20210216
Merluccius productus	Walker_Miller_Lea_Combo_20210216
Mesobius berryi	Walker_Miller_Lea_Combo_20210216
Mesovagus berryi	Walker_Miller_Lea_Combo_20210216
Microgadus proximus	Walker_Miller_Lea_Combo_20210216
Microlepidotus inornatus	Walker_Miller_Lea_Combo_20210216
Microlophichthys microlophus	Walker_Miller_Lea_Combo_20210216
Micrometrus aurora	Walker_Miller_Lea_Combo_20210216
Micrometrus minimus	Walker_Miller_Lea_Combo_20210216
Microstoma microstoma	Walker_Miller_Lea_Combo_20210216
Microstomus bathybius	Walker_Miller_Lea_Combo_20210216
Microstomus pacificus	Walker_Miller_Lea_Combo_20210216
Mirorictus taningi	Walker_Miller_Lea_Combo_20210216
Mitsukurina owstoni	Walker_Miller_Lea_Combo_20210216
Mobula birostris	Walker_Miller_Lea_Combo_20210216
Mobula mobular	Walker_Miller_Lea_Combo_20210216
Mobula thurstoni	Walker_Miller_Lea_Combo_20210216
Mola alexandrini	Walker_Miller_Lea_Combo_20210216
Mola mola	Walker_Miller_Lea_Combo_20210216
Mola tecta	Walker_Miller_Lea_Combo_20210216
Monognathus ahlstromi	Walker_Miller_Lea_Combo_20210216
Morone saxatilis	Walker_Miller_Lea_Combo_20210216
Mugil cephalus	Walker_Miller_Lea_Combo_20210216
Mugil setosus	Walker_Miller_Lea_Combo_20210216
Muraena argus	Walker_Miller_Lea_Combo_20210216
Mustelus californicus	Walker_Miller_Lea_Combo_20210216
Mustelus henlei	Walker_Miller_Lea_Combo_20210216
Mustelus lunulatus	Walker_Miller_Lea_Combo_20210216
Mycteroperca jordani	Walker_Miller_Lea_Combo_20210216
Mycteroperca rosacea	Walker_Miller_Lea_Combo_20210216
Mycteroperca xenarcha	Walker_Miller_Lea_Combo_20210216
Myctophum aurolaternatum	Walker_Miller_Lea_Combo_20210216
Myctophum nitidulum	Walker_Miller_Lea_Combo_20210216
Myliobatis californica	Walker_Miller_Lea_Combo_20210216
Myliobatis longirostris	Walker_Miller_Lea_Combo_20210216
Myoxocephalus polyacanthocephalus	Walker_Miller_Lea_Combo_20210216
Myoxocephalus scorpius	Walker_Miller_Lea_Combo_20210216
Myrophis vafer	Walker_Miller_Lea_Combo_20210216
Myxine circifrons	Walker_Miller_Lea_Combo_20210216
Myxine hubbsi	Walker_Miller_Lea_Combo_20210216
Nannobrachium bristori	Walker_Miller_Lea_Combo_20210216
Nannobrachium hawaiiensis	Walker_Miller_Lea_Combo_20210216
Nannobrachium idostigma	Walker_Miller_Lea_Combo_20210216
Nannobrachium regale	Walker_Miller_Lea_Combo_20210216
Nannobrachium ritteri	Walker_Miller_Lea_Combo_20210216
Nansenia candida	Walker_Miller_Lea_Combo_20210216
Nansenia crassa	Walker_Miller_Lea_Combo_20210216
Narcetes stomias	Walker_Miller_Lea_Combo_20210216
Narcine entemedor	Walker_Miller_Lea_Combo_20210216
Nasolamia velox	Walker_Miller_Lea_Combo_20210216
Naucrates ductor	Walker_Miller_Lea_Combo_20210216
Nautichthys oculofasciatus	Walker_Miller_Lea_Combo_20210216
Nautichthys robustus	Walker_Miller_Lea_Combo_20210216
Nectoliparis pelagicus	Walker_Miller_Lea_Combo_20210216
Nematistius pectoralis	Walker_Miller_Lea_Combo_20210216
Nemichthys larseni	Walker_Miller_Lea_Combo_20210216
Nemichthys scolopaceus	Walker_Miller_Lea_Combo_20210216
Neoclinus blanchardi	Walker_Miller_Lea_Combo_20210216
Neoclinus stephensae	Walker_Miller_Lea_Combo_20210216
Neoclinus uninotatus	Walker_Miller_Lea_Combo_20210216
Neonesthes capensis	Walker_Miller_Lea_Combo_20210216
Neoscopelus macrolepidotus	Walker_Miller_Lea_Combo_20210216
Nezumia kensmithi	Walker_Miller_Lea_Combo_20210216
Nezumia liolepis	Walker_Miller_Lea_Combo_20210216
Nezumia stelgidolepis	Walker_Miller_Lea_Combo_20210216
Nicholsina denticulata	Walker_Miller_Lea_Combo_20210216
Notacanthus chemnitzii	Walker_Miller_Lea_Combo_20210216
Notolychnus valdiviae	Walker_Miller_Lea_Combo_20210216
Notorynchus cepedianus	Walker_Miller_Lea_Combo_20210216
Notoscopelus resplendens	Walker_Miller_Lea_Combo_20210216
Odontaspis ferox	Walker_Miller_Lea_Combo_20210216
Odontopyxis trispinosa	Walker_Miller_Lea_Combo_20210216
Oligocottus maculosus	Walker_Miller_Lea_Combo_20210216
Oligocottus rimensis	Walker_Miller_Lea_Combo_20210216
Oligocottus rubellio	Walker_Miller_Lea_Combo_20210216
Oligocottus snyderi	Walker_Miller_Lea_Combo_20210216
Oncorhynchus clarkii	Walker_Miller_Lea_Combo_20210216
Oncorhynchus gorbuscha	Walker_Miller_Lea_Combo_20210216
Oncorhynchus keta	Walker_Miller_Lea_Combo_20210216
Oncorhynchus kisutch	Walker_Miller_Lea_Combo_20210216
Oncorhynchus mykiss	Walker_Miller_Lea_Combo_20210216
Oncorhynchus nerka	Walker_Miller_Lea_Combo_20210216
Oncorhynchus tshawytscha	Walker_Miller_Lea_Combo_20210216
Oneirodes acanthias	Walker_Miller_Lea_Combo_20210216
Oneirodes basili	Walker_Miller_Lea_Combo_20210216
Oneirodes bulbosus	Walker_Miller_Lea_Combo_20210216
Oneirodes eschrichtii	Walker_Miller_Lea_Combo_20210216
Oneirodes thompsoni	Walker_Miller_Lea_Combo_20210216
Ophichthus triserialis	Walker_Miller_Lea_Combo_20210216
Ophichthus zophochir	Walker_Miller_Lea_Combo_20210216
Ophidion galeoides	Walker_Miller_Lea_Combo_20210216
Ophidion scrippsae	Walker_Miller_Lea_Combo_20210216
Ophioblennius steindachneri	Walker_Miller_Lea_Combo_20210216
Ophiodon elongatus	Walker_Miller_Lea_Combo_20210216
Opisthonema libertate	Walker_Miller_Lea_Combo_20210216
Opisthonema medirastre	Walker_Miller_Lea_Combo_20210216
Opisthopterus soleatus	Walker_Miller_Lea_Combo_20210216
Oplegnathus fasciatus	Walker_Miller_Lea_Combo_20210216
Opostomias mitsuii	Walker_Miller_Lea_Combo_20210216
Oreochromis mossambicus	Walker_Miller_Lea_Combo_20210216
Orthonopias triacis	Walker_Miller_Lea_Combo_20210216
Orthopristis reddingi	Walker_Miller_Lea_Combo_20210216
Osmerus dentex	Walker_Miller_Lea_Combo_20210216
Osteodiscus cascadiae	Walker_Miller_Lea_Combo_20210216
Oxylebius pictus	Walker_Miller_Lea_Combo_20210216
Oxyporhamphus micropterus	Walker_Miller_Lea_Combo_20210216
Pachycara bulbiceps	Walker_Miller_Lea_Combo_20210216
Pachycara gymninium	Walker_Miller_Lea_Combo_20210216
Pachycara karenae	Walker_Miller_Lea_Combo_20210216
Pachycara lepinium	Walker_Miller_Lea_Combo_20210216
Pachystomius microdon	Walker_Miller_Lea_Combo_20210216
Pallasina barbata	Walker_Miller_Lea_Combo_20210216
Paracaristius nudarcus	Walker_Miller_Lea_Combo_20210216
Paraclinus altivelis	Walker_Miller_Lea_Combo_20210216
Paraclinus asper	Walker_Miller_Lea_Combo_20210216
Paraclinus integripinnis	Walker_Miller_Lea_Combo_20210216
Paraclinus sini	Walker_Miller_Lea_Combo_20210216
Paraclinus walkeri	Walker_Miller_Lea_Combo_20210216
Paralabrax auroguttatus	Walker_Miller_Lea_Combo_20210216
Paralabrax clathratus	Walker_Miller_Lea_Combo_20210216
Paralabrax maculatofasciatus	Walker_Miller_Lea_Combo_20210216
Paralabrax nebulifer	Walker_Miller_Lea_Combo_20210216
Paralichthys aestuarius	Walker_Miller_Lea_Combo_20210216
Paralichthys californicus	Walker_Miller_Lea_Combo_20210216
Paraliparis albescens	Walker_Miller_Lea_Combo_20210216
Paraliparis cephalus	Walker_Miller_Lea_Combo_20210216
Paraliparis dactylosus	Walker_Miller_Lea_Combo_20210216
Paraliparis deani	Walker_Miller_Lea_Combo_20210216
Paraliparis latifrons	Walker_Miller_Lea_Combo_20210216
Paraliparis megalopus	Walker_Miller_Lea_Combo_20210216
Paraliparis melobranchus	Walker_Miller_Lea_Combo_20210216
Paraliparis mento	Walker_Miller_Lea_Combo_20210216
Paraliparis nassarum	Walker_Miller_Lea_Combo_20210216
Paraliparis paucidens	Walker_Miller_Lea_Combo_20210216
Paraliparis pectoralis	Walker_Miller_Lea_Combo_20210216
Paraliparis rosaceus	Walker_Miller_Lea_Combo_20210216
Paraliparis ulochir	Walker_Miller_Lea_Combo_20210216
Parataeniophorus brevis	Walker_Miller_Lea_Combo_20210216
Paricelinus hopliticus	Walker_Miller_Lea_Combo_20210216
Parmaturus xaniurus	Walker_Miller_Lea_Combo_20210216
Parophrys vetulus	Walker_Miller_Lea_Combo_20210216
Parvilux ingens	Walker_Miller_Lea_Combo_20210216
Pentaceros wheeleri	Walker_Miller_Lea_Combo_20210216
Peprilus simillimus	Walker_Miller_Lea_Combo_20210216
Phanerodon atripes	Walker_Miller_Lea_Combo_20210216
Phanerodon furcatus	Walker_Miller_Lea_Combo_20210216
Phanerodon vacca	Walker_Miller_Lea_Combo_20210216
Pholis clemensi	Walker_Miller_Lea_Combo_20210216
Pholis laeta	Walker_Miller_Lea_Combo_20210216
Pholis ornata	Walker_Miller_Lea_Combo_20210216
Pholis schultzi	Walker_Miller_Lea_Combo_20210216
Photonectes margarita	Walker_Miller_Lea_Combo_20210216
Photostylus pycnopterus	Walker_Miller_Lea_Combo_20210216
Phtheirichthys lineatus	Walker_Miller_Lea_Combo_20210216
Phyllorhinichthys micractis	Walker_Miller_Lea_Combo_20210216
Physiculus nematopus	Walker_Miller_Lea_Combo_20210216
Physiculus rastrelliger	Walker_Miller_Lea_Combo_20210216
Physiculus talarae	Walker_Miller_Lea_Combo_20210216
Phytichthys chirus	Walker_Miller_Lea_Combo_20210216
Plagiogrammus hopkinsii	Walker_Miller_Lea_Combo_20210216
Plagiotremus azaleus	Walker_Miller_Lea_Combo_20210216
Platichthys stellatus	Walker_Miller_Lea_Combo_20210216
Platybelone argalus	Walker_Miller_Lea_Combo_20210216
Platyberyx andriashevi	Walker_Miller_Lea_Combo_20210216
Platyrhinoidis triseriata	Walker_Miller_Lea_Combo_20210216
Platytroctes apus	Walker_Miller_Lea_Combo_20210216
Plectobranchus evides	Walker_Miller_Lea_Combo_20210216
Pleurogrammus monopterygius	Walker_Miller_Lea_Combo_20210216
Pleuronectes quadrituberculatus	Walker_Miller_Lea_Combo_20210216
Pleuronichthys coenosus	Walker_Miller_Lea_Combo_20210216
Pleuronichthys decurrens	Walker_Miller_Lea_Combo_20210216
Pleuronichthys guttulatus	Walker_Miller_Lea_Combo_20210216
Pleuronichthys ritteri	Walker_Miller_Lea_Combo_20210216
Pleuronichthys verticalis	Walker_Miller_Lea_Combo_20210216
Podothecus accipenserinus	Walker_Miller_Lea_Combo_20210216
Poecilia latipinna	Walker_Miller_Lea_Combo_20210216
Polyacanthonotus challengeri	Walker_Miller_Lea_Combo_20210216
Polydactylus approximans	Walker_Miller_Lea_Combo_20210216
Polydactylus opercularis	Walker_Miller_Lea_Combo_20210216
Pomacanthus zonipectus	Walker_Miller_Lea_Combo_20210216
Pontinus vaughani	Walker_Miller_Lea_Combo_20210216
Porichthys myriaster	Walker_Miller_Lea_Combo_20210216
Porichthys notatus	Walker_Miller_Lea_Combo_20210216
Poroclinus rothrocki	Walker_Miller_Lea_Combo_20210216
Porogadus promelas	Walker_Miller_Lea_Combo_20210216
Poromitra crassiceps	Walker_Miller_Lea_Combo_20210216
Poromitra jucunda	Walker_Miller_Lea_Combo_20210216
Poromitra oscitans	Walker_Miller_Lea_Combo_20210216
Priacanthus alalaua	Walker_Miller_Lea_Combo_20210216
Prionace glauca	Walker_Miller_Lea_Combo_20210216
Prionotus ruscarius	Walker_Miller_Lea_Combo_20210216
Prionotus stephanophrys	Walker_Miller_Lea_Combo_20210216
Pristigenys serrula	Walker_Miller_Lea_Combo_20210216
Pristis pristis	Walker_Miller_Lea_Combo_20210216
Prognathodes falcifer	Walker_Miller_Lea_Combo_20210216
Pronotogrammus multifasciatus	Walker_Miller_Lea_Combo_20210216
Prosoopium cylandraceum	Walker_Miller_Lea_Combo_20210216
Protomyctophum crockeri	Walker_Miller_Lea_Combo_20210216
Protomyctophum thompsoni	Walker_Miller_Lea_Combo_20210216
Psednos anoderkes	Walker_Miller_Lea_Combo_20210216
Psednos cathetostomus	Walker_Miller_Lea_Combo_20210216
Psednos griseus	Walker_Miller_Lea_Combo_20210216
Psednos mexicanus	Walker_Miller_Lea_Combo_20210216
Psednos pallidus	Walker_Miller_Lea_Combo_20210216
Psenes pellucidus	Walker_Miller_Lea_Combo_20210216
Psettichthys melanostictus	Walker_Miller_Lea_Combo_20210216
Pseudobathylagus milleri	Walker_Miller_Lea_Combo_20210216
Pseudobatos glaucostigma	Walker_Miller_Lea_Combo_20210216
Pseudobatos leucorhychus	Walker_Miller_Lea_Combo_20210216
Pseudobatos productus	Walker_Miller_Lea_Combo_20210216
Pseudonezumia occidentalis	Walker_Miller_Lea_Combo_20210216
Pseudoscopelus lavenbergi	Walker_Miller_Lea_Combo_20210216
Pseudupeneus grandisquamis	Walker_Miller_Lea_Combo_20210216
Psychrolutes paradoxus	Walker_Miller_Lea_Combo_20210216
Psychrolutes phrictus	Walker_Miller_Lea_Combo_20210216
Psychrolutes sigalutes	Walker_Miller_Lea_Combo_20210216
Pteraclis aesticola	Walker_Miller_Lea_Combo_20210216
Pteroplatytrygon violacea	Walker_Miller_Lea_Combo_20210216
Pterycombus petersii	Walker_Miller_Lea_Combo_20210216
Ptilichthys goodei	Walker_Miller_Lea_Combo_20210216
Pungitius pungitius	Walker_Miller_Lea_Combo_20210216
Quietula y-cauda	Walker_Miller_Lea_Combo_20210216
Radulinus asprellus	Walker_Miller_Lea_Combo_20210216
Radulinus boleoides	Walker_Miller_Lea_Combo_20210216
Radulinus vinculus	Walker_Miller_Lea_Combo_20210216
Ranzania laevis	Walker_Miller_Lea_Combo_20210216
Rathbunella alleni	Walker_Miller_Lea_Combo_20210216
Rathbunella hypoplecta	Walker_Miller_Lea_Combo_20210216
Regalecus glesne	Walker_Miller_Lea_Combo_20210216
Regalecus russelii	Walker_Miller_Lea_Combo_20210216
Reinhardtius hippoglossoides	Walker_Miller_Lea_Combo_20210216
Remora australis	Walker_Miller_Lea_Combo_20210216
Remora brachyptera	Walker_Miller_Lea_Combo_20210216
Remora osteochir	Walker_Miller_Lea_Combo_20210216
Remora remora	Walker_Miller_Lea_Combo_20210216
Remorina albescens	Walker_Miller_Lea_Combo_20210216
Rhacochilus toxotes	Walker_Miller_Lea_Combo_20210216
Rhadinesthes decimus	Walker_Miller_Lea_Combo_20210216
Rhamphocottus richardsonii	Walker_Miller_Lea_Combo_20210216
Rhincodon typus	Walker_Miller_Lea_Combo_20210216
Rhinogobiops nicholsii	Walker_Miller_Lea_Combo_20210216
Rhinogobius brunneus	Walker_Miller_Lea_Combo_20210216
Rhinoliparis attenuatus	Walker_Miller_Lea_Combo_20210216
Rhinoliparis barbulifer	Walker_Miller_Lea_Combo_20210216
Rhinoptera steindachneri	Walker_Miller_Lea_Combo_20210216
Rhizoprionodon longurio	Walker_Miller_Lea_Combo_20210216
Rhynchohyalus natalensis	Walker_Miller_Lea_Combo_20210216
Rimicola cabrilloi	Walker_Miller_Lea_Combo_20210216
Rimicola dimorpha	Walker_Miller_Lea_Combo_20210216
Rimicola eigenmanni	Walker_Miller_Lea_Combo_20210216
Rimicola muscarum	Walker_Miller_Lea_Combo_20210216
Rimicola sila	Walker_Miller_Lea_Combo_20210216
Roncador stearnsii	Walker_Miller_Lea_Combo_20210216
Rondeletia loricata	Walker_Miller_Lea_Combo_20210216
Ronquilus jordani	Walker_Miller_Lea_Combo_20210216
Rosenblattichthys volucris	Walker_Miller_Lea_Combo_20210216
Rouleina attrita	Walker_Miller_Lea_Combo_20210216
