Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR12010176,2020-06-14 13:37:43,2020-06-14 13:33:56,36611572,10983471600,36611572,300,3313,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12010/SRR12010176/SRR12010176.lite.1,SRX8542960,bjfemale4,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837696,SAMN15230156,simple,373177,Branchiostoma japonicum,bjfemale4,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,A9CDC8487F94F3A429AFBEAA2A11D00A,5F27C373E5E103C779A19EF28C89BE3F
SRR12010175,2020-06-14 13:37:43,2020-06-14 13:32:49,33416325,10024897500,33416325,300,3073,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010175/SRR12010175.lite.1,SRX8542961,bjfemale5,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837697,SAMN15230157,simple,373177,Branchiostoma japonicum,bjfemale5,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,1A4BCD764F7D1ACABD341F6A3D13F16B,1299F096F89D2B2B27B558AA7EE1B2F9
SRR12010174,2020-06-14 13:33:28,2020-06-14 13:29:28,30938840,9281652000,30938840,300,2821,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12010/SRR12010174/SRR12010174.lite.1,SRX8542962,bjfemale6,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837698,SAMN15230158,simple,373177,Branchiostoma japonicum,bjfemale6,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,FAFB9D7F86DECDFDBA57C61CFF8F6879,8F4D72A32C5A1AFC66BD9EB6DA7845B2
SRR12010173,2020-06-14 13:38:12,2020-06-14 13:35:05,36728599,11018579700,36728599,300,3372,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12010/SRR12010173/SRR12010173.lite.1,SRX8542963,bjfemale7,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837699,SAMN15230159,simple,373177,Branchiostoma japonicum,bjfemale7,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,18F0D0BEBDB488C26800F776B6296FAB,2C04CAE17CAD9EFD6A38A346EC59F9DC
SRR12010172,2020-06-14 13:35:31,2020-06-14 13:31:44,37206115,11161834500,37206115,300,3410,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12010/SRR12010172/SRR12010172.lite.1,SRX8542964,bjfemale8,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837700,SAMN15230160,simple,373177,Branchiostoma japonicum,bjfemale8,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,265499B402ECE541CC23FE543540E16A,CC3D1F43B3D66E9DD924BB3BBC7BD694
SRR12010171,2020-06-14 13:37:43,2020-06-14 13:32:22,38577681,11573304300,38577681,300,3538,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010171/SRR12010171.lite.1,SRX8542965,bjfemale9,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837701,SAMN15230161,simple,373177,Branchiostoma japonicum,bjfemale9,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,772505E22FDA808DB8C4A5547F5FE30A,8E04ECF7526AC14EDE22F83A9BE516C6
SRR12010134,2020-06-14 13:15:29,2020-06-14 13:11:13,38727597,11618279100,38727597,300,3532,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010134/SRR12010134.lite.1,SRX8543002,bjmale10,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837738,SAMN15230114,simple,373177,Branchiostoma japonicum,bjmale10,,,,,male,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,CA39A92FE8EAA7B9204BD9DB23E571F2,1D4220E13E74305F3BFEEC1B5099E791
SRR12010178,2020-06-14 13:45:16,2020-06-14 13:40:50,37409249,11222774700,37409249,300,3415,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010178/SRR12010178.lite.1,SRX8542958,bjmale6,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837694,SAMN15230110,simple,373177,Branchiostoma japonicum,bjmale6,,,,,male,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,08148CC39E7173C338AC2271AD7C766C,25E297A446844953A0DA53A51BFAFF80
SRR12010167,2020-06-14 13:33:28,2020-06-14 13:30:06,37167932,11150379600,37167932,300,3394,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010167/SRR12010167.lite.1,SRX8542969,bjmale7,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837705,SAMN15230111,simple,373177,Branchiostoma japonicum,bjmale7,,,,,male,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,B2F90BF312B0098ABB825EC75626604B,A21BA4D835D0F792FE4B16630D0278EC
SRR12010156,2020-06-14 13:24:51,2020-06-14 13:21:28,36927214,11078164200,36927214,300,3372,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12010/SRR12010156/SRR12010156.lite.1,SRX8542980,bjmale8,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837716,SAMN15230112,simple,373177,Branchiostoma japonicum,bjmale8,,,,,male,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,C0DA345F6C81B1E73A9AB262F51055E8,8DDB0D11471D1D3E9643E29B4D4B8ADA
SRR12010145,2020-06-14 13:30:34,2020-06-14 13:26:59,38714832,11614449600,38714832,300,3553,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010145/SRR12010145.lite.1,SRX8542991,bjmale9,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837726,SAMN15230113,simple,373177,Branchiostoma japonicum,bjmale9,,,,,male,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,F67B70BD827950B93DAC5677734D8ABC,44A3B14611B0AC4E7C0FDFDA90BF08FC
SRR10314306,2019-10-21 05:12:11,2019-10-21 04:41:57,22129631,1681851956,0,76,567,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314306.sralite.1,SRX7025579,148-AG139_S18,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546176,SAMN13054077,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG139_S2-D1-Ls-LR-8,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,2C3A6B6618D65BF8FE02025F5BF42871,49A308F37C19E407D883AE8A71D50BBE
SRR10314305,2019-10-21 05:10:54,2019-10-21 04:41:24,19333627,1469355652,0,76,500,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314305.sralite.1,SRX7025580,150-AG141_S38,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546177,SAMN13054078,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG141_S2-D1-Ls-LR-9,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,F07E82E681A3C82C7446AD7426B89E53,40629FA08C737DC87B67F44859095ED4
SRR10314304,2019-10-21 05:10:54,2019-10-21 04:41:37,19902428,1512584528,0,76,513,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314304.sralite.1,SRX7025581,151-AG142_S48,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546178,SAMN13054079,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG142_S2-D3-Ls-HR-2,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,CA5073BFECE3941352426B84CF2965B3,41307C7824E82E9CEA6A16D5554A6193
SRR10314297,2019-10-24 05:34:15,2019-10-23 19:23:55,19124662,1453474312,0,76,493,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/314/SRR10314297.sralite.1,SRX7025588,152-AG143_S58,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546185,SAMN13054085,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG143_S2-D3-Ls-LR-3,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,5A9AA89CD624CA148DF027B6DF737C33,B5CCEC0937A32DC40424BAF07A5661C7
SRR10314303,2019-10-21 05:10:54,2019-10-21 04:41:19,20086764,1526594064,0,76,517,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314303.sralite.1,SRX7025582,153-AG144_S68,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546179,SAMN13054080,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG144_S2-D3-Ls-HR-3,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,C11F0F37C459C86768F49AE0A7C56BC7,B1B8D40C8C59A73D0E5721E85F591121
SRR10314296,2019-10-21 05:10:54,2019-10-20 21:18:27,27852187,2116766212,0,76,717,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314296.sralite.1,SRX7025589,154-AG145_S78,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546186,SAMN13054086,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG145_S2-D3-Ls-LR-4,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,EB278174E4D5B51CC8F92CF21336F89F,83EA8B94559CA077F554C7DEE9CF6836
SRR10314301,2019-10-21 05:13:12,2019-10-21 04:43:46,26871604,2042241904,0,76,692,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314301.sralite.1,SRX7025584,155-AG146_S9,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546181,SAMN13054081,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG146_S2-D3-Ls-HR-4,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,E0281BD6F7C6494B1969E2D4CB72E125,D95CC06910C5CF4E9D263F41CD1A3444
SRR10314295,2019-10-21 05:09:12,2019-10-20 21:11:03,25517439,1939325364,0,76,656,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314295.sralite.1,SRX7025590,156-AG147_S19,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546187,SAMN13054087,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG147_S2-D3-Ls-LR-5,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,5A8FAFBD6E758549BDE2FB7AD6EF68E5,F4B6FEF3F675D67A5425189E0A8E5573
SRR10314300,2019-10-21 05:12:11,2019-10-21 04:42:23,22611724,1718491024,0,76,586,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/314/SRR10314300.sralite.1,SRX7025585,157-AG148_S29,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546182,SAMN13054082,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG148_S2-D3-Ls-HR-5,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,0088A337B7C1CF4869E4DD7710A2DD4B,C15A031E858987C235AD3705084584E6
SRR10314294,2019-10-21 05:09:12,2019-10-20 21:04:25,21409518,1627123368,0,76,553,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/314/SRR10314294.sralite.1,SRX7025591,158-AG149_S39,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546188,SAMN13054088,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG149_S2-D3-Ls-LR-6,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,F231856F841EE57178BDD7CBB40F07F0,202CB90ED581C7D4F82CBD1411F11FA5
SRR10314299,2019-10-21 05:10:54,2019-10-21 04:41:06,19531289,1484377964,0,76,502,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/314/SRR10314299.sralite.1,SRX7025586,159-AG150_S49,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546183,SAMN13054083,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG150_S2-D3-Ls-HR-7,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,467D674AC84DA9B16E589C7F5BE73344,1311394DB991BFAB45137156678CDF1A
SRR10314293,2019-10-21 05:09:12,2019-10-20 21:04:17,27805544,2113221344,0,76,722,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314293.sralite.1,SRX7025592,160-AG151_S59,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546189,SAMN13054089,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG151_S2-D3-Ls-LR-7,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,C379D04BE92F43B8047AB0BDE9753926,3A92ED90B63715AEAF153C5698C0D84D
SRR10314298,2019-10-21 05:10:54,2019-10-21 04:40:40,17517799,1331352724,0,76,451,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/314/SRR10314298.sralite.1,SRX7025587,161-AG152_S69,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546184,SAMN13054084,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG152_S2-D3-Ls-HR-8,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,2E3F17D39BB2B766A554027078C8B1A1,2C80A9B2750534D3BC86A32B733836CC
SRR10314292,2019-10-21 05:09:12,2019-10-20 20:58:47,21506289,1634477964,0,76,553,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/314/SRR10314292.sralite.1,SRX7025593,162-AG153_S79,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546190,SAMN13054090,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG153_S2-D3-Ls-LR-8,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,C95B01B1265B6848913C362A65F97119,D86847CDA1F622647A94AD25EF3EA0B3
SRR10314302,2019-10-21 05:10:54,2019-10-21 04:41:11,18154238,1379722088,0,76,471,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/314/SRR10314302.sralite.1,SRX7025583,62-AG53_S38,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP226366,PRJNA577842,,577842,SRS5546180,SAMN13054000,simple,1504303,Lepeophtheirus salmonis salmonis,AG-AG53_S1-D1-Ls-LR-6,,,,,not collected,,no,,,,,UNIVERSITY OF BERGEN,SRA982407,,public,866F0303567D49842E3841BCE7E0990A,81375A0A78EA902B5203D92DFB36D066
SRR11023658,2020-02-05 04:41:11,2020-02-05 04:38:08,4397224,8915210901,0,2027,2164,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11023/SRR11023658/SRR11023658.lite.1,SRX7677357,m54169_180505_121103,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP247070,PRJNA602496,,602496,SRS6104720,SAMN13978583,simple,373177,Branchiostoma japonicum,BJFemale,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1037788,,public,75B1D525CEBAE1B9DAC27FFD03C49171,CA7FDA66A317ADCEF750E4B5BD51AB4A
SRR11023657,2020-02-05 04:43:12,2020-02-05 04:39:44,5260895,9298446381,0,1767,2260,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11023/SRR11023657/SRR11023657.lite.1,SRX7677358,m54169_180505_015118,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP247070,PRJNA602496,,602496,SRS6104721,SAMN13978584,simple,373177,Branchiostoma japonicum,BJMale,,,,,male,,no,,,,,UNIVERSITY OF VIENNA,SRA1037788,,public,7D389424C540D41EF5377E5F30F7D9A2,D486292A5E503A877B962272BA68B8A0
SRR12010282,2020-06-14 14:30:35,2020-06-14 14:25:12,33051175,9915352500,33051175,300,3845,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12010/SRR12010282/SRR12010282.lite.1,SRX8542854,BJMale-1,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837590,SAMN15230115,simple,373177,Branchiostoma japonicum,BJMale-1,,,,,male,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,C4375B0D1C01617CAB8F157BECF45212,6C8C27B0498EBD753FDB893137EC760B
SRR12010205,2020-06-14 14:21:35,2020-06-14 14:17:52,31695283,9508584900,31695283,300,3512,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12010/SRR12010205/SRR12010205.lite.1,SRX8542931,BJMale-11,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837667,SAMN15230130,simple,373177,Branchiostoma japonicum,BJMale-11,,,,,male,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,A1E0F1012DD0169E53941FAD198FFE06,F3A1172B77A998FC336701A8612924EC
SRR12010204,2020-06-14 13:51:28,2020-06-14 13:45:37,31789572,9536871600,31789572,300,3593,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010204/SRR12010204.lite.1,SRX8542932,BJMale-12,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837668,SAMN15230131,simple,373177,Branchiostoma japonicum,BJMale-12,,,,,male,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,9A3BF8CED76F46944D9FE371CB80163A,2E5F597B93A20B5B4B0CC98FE7A6127B
SRR12010260,2020-06-14 14:22:16,2020-06-14 14:11:52,32421224,9726367200,32421224,300,3735,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010260/SRR12010260.lite.1,SRX8542876,BJMale-13,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837612,SAMN15230117,simple,373177,Branchiostoma japonicum,BJMale-13,,,,,male,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,2F8A4FB5A853B0176E3F8F87AD8FE2AE,6F2A99AA0C5B7BAF124F94D5D4E67AB1
SRR12010203,2020-06-14 13:52:14,2020-06-14 13:47:31,36903252,11070975600,36903252,300,4127,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010203/SRR12010203.lite.1,SRX8542933,BJMale-14,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837669,SAMN15230132,simple,373177,Branchiostoma japonicum,BJMale-14,,,,,male,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,917780C68AE408C97EC175090E108E78,0AD58556D7B98128FE3787A95F759F55
SRR12010202,2020-06-14 14:27:31,2020-06-14 14:24:14,37574799,11272439700,37574799,300,4164,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010202/SRR12010202.lite.1,SRX8542934,BJMale-16,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837670,SAMN15230133,simple,373177,Branchiostoma japonicum,BJMale-16,,,,,male,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,C42E45F18B320F8A791E19992CDC085B,90B5A5F509EE9B45EFBF8706557BA941
SRR12010249,2020-06-14 14:11:15,2020-06-14 14:07:21,33205714,9961714200,33205714,300,3868,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010249/SRR12010249.lite.1,SRX8542887,BJMale-17,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837623,SAMN15230118,simple,373177,Branchiostoma japonicum,BJMale-17,,,,,male,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,14E81C6122C1CD8200B96110ED24D703,FBBFF5313BE641FD3CBD2EBDFA849DBC
SRR12010201,2020-06-14 13:51:28,2020-06-14 13:45:39,36209669,10862900700,36209669,300,4058,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010201/SRR12010201.lite.1,SRX8542935,BJMale-18,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837671,SAMN15230134,simple,373177,Branchiostoma japonicum,BJMale-18,,,,,male,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,778D3DFE601DF9EB914FB8832F477BA8,D51FA19C780AEAEA8B25909FD395F155
SRR12010199,2020-06-14 14:15:14,2020-06-14 14:10:35,34828521,10448556300,34828521,300,3881,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010199/SRR12010199.lite.1,SRX8542937,BJMale-19,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837673,SAMN15230135,simple,373177,Branchiostoma japonicum,BJMale-19,,,,,male,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,DE0537CDB783F20B4E00E2E6C3965DFC,F39CEC8B4A534E43F684BDA16C19DD65
SRR12010271,2020-06-14 14:21:35,2020-06-14 14:16:52,36384215,10915264500,36384215,300,4249,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12010/SRR12010271/SRR12010271.lite.1,SRX8542865,BJMale-2,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837601,SAMN15230116,simple,373177,Branchiostoma japonicum,BJMale-2,,,,,male,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,0438CD70F916F144DB8148D46D987D76,B87C7FEC33AC9EFCE9D93E443F752C32
SRR12010238,2020-06-14 14:12:29,2020-06-14 14:04:42,37852559,11355767700,37852559,300,4420,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010238/SRR12010238.lite.1,SRX8542898,BJMale-21,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837634,SAMN15230119,simple,373177,Branchiostoma japonicum,BJMale-21,,,,,male,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,DE6EB0C1ED6DC6F350366652CFBD4B47,34A131ED5022CE13EB594C41C7A3614E
SRR12010227,2020-06-14 14:07:17,2020-06-14 14:03:30,37846595,11353978500,37846595,300,4403,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010227/SRR12010227.lite.1,SRX8542909,BJMale-23,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837645,SAMN15230120,simple,373177,Branchiostoma japonicum,BJMale-23,,,,,male,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,98E00AFE8A3D44293F38F733793A697E,C40BE94BEE2ACECF17088567CF7D7B96
