Project Requested,scientific_name,Point of Contact for Submission,Email,Common Name,Survey Type,Family,ScientificNameAuthorship,Notes,TaxonId
InvertEBase Marine Invertebrates of California,Bathyleberis hancocki,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYLINDROLEBERIDIDAE,"Baker, 1979",,53754
InvertEBase Marine Invertebrates of California,Diasterope pilosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYLINDROLEBERIDIDAE,"Poulsen, 1965",,53782
InvertEBase Marine Invertebrates of California,Leuroleberis sharpei,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYLINDROLEBERIDIDAE,"Kornicker, 1981",,53779
InvertEBase Marine Invertebrates of California,Parasterope barnesi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYLINDROLEBERIDIDAE,,,53758
InvertEBase Marine Invertebrates of California,Parasterope hulingsi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYLINDROLEBERIDIDAE,"Baker, 1978",,53759
InvertEBase Marine Invertebrates of California,Postasterope barnesi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYLINDROLEBERIDIDAE,"(Baker, 1978)",,53140
InvertEBase Marine Invertebrates of California,Xenoleberis californica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYLINDROLEBERIDIDAE,"(Baker, 1979)",,53147
InvertEBase Marine Invertebrates of California,Allostoma amoenum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYLINDROSTOMIDAE,,,105919
InvertEBase Marine Invertebrates of California,Cylindrostoma monotrochum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYLINDROSTOMIDAE,,,105915
InvertEBase Marine Invertebrates of California,Cylindrostoma triangulum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYLINDROSTOMIDAE,,,105916
InvertEBase Marine Invertebrates of California,Vorticeros praedatorium,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYLINDROSTOMIDAE,"Kozloff & Westervelt, 2001",,160295
InvertEBase Marine Invertebrates of California,Cylisticus convexus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYLISTICIDAE,"(De Geer, 1778)",,71859
InvertEBase Marine Invertebrates of California,Cymatium corrugatum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYMATIIDAE,"(Lamarck, 1816)",,5852
InvertEBase Marine Invertebrates of California,Cymatium corrugatum amictum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYMATIIDAE,"(Reeve, 1844)",,12660
InvertEBase Marine Invertebrates of California,Cymatium nicobaricum,Dean Pentcheff,pentcheff@gmail.com ,goldmouth triton,Inventory,CYMATIIDAE,"(Roding, 1798)",,5840
InvertEBase Marine Invertebrates of California,Cymatium pileare,Dean Pentcheff,pentcheff@gmail.com ,hairy triton,Inventory,CYMATIIDAE,"(Linnaeus, 1758)",,5819
InvertEBase Marine Invertebrates of California,Fusitriton oregonensis,Dean Pentcheff,pentcheff@gmail.com ,Oregon triton,Inventory,CYMATIIDAE,"(Redfield, 1846)",,5802
InvertEBase Marine Invertebrates of California,Corolla spectabilis,Dean Pentcheff,pentcheff@gmail.com ,spectacular corolla,Inventory,CYMBULIIDAE,"Dall, 1871",,6828
InvertEBase Marine Invertebrates of California,Anilocra occidentalis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYMOTHOIDAE,"H. Richardson, 1899",,47473
InvertEBase Marine Invertebrates of California,Artystone trysibia,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYMOTHOIDAE,"Schioedte, 1866",,47673
InvertEBase Marine Invertebrates of California,Ceratothoa gaudichaudii,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYMOTHOIDAE,"(H. Milne Edwards, 1840)",,58382
InvertEBase Marine Invertebrates of California,Ceratothoa gilberti,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYMOTHOIDAE,"(H. Richardson, 1904)",,58383
InvertEBase Marine Invertebrates of California,Creniola laticauda,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYMOTHOIDAE,"(Schioedte & Meinert, 1881)",,48111
InvertEBase Marine Invertebrates of California,Cymothoa exigua,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYMOTHOIDAE,"Schioedte & Meinert, 1884",,48228
InvertEBase Marine Invertebrates of California,Elthusa californica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYMOTHOIDAE,"(Schioedte and Meinert, 1884)",,48381
InvertEBase Marine Invertebrates of California,Elthusa vulgaris,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYMOTHOIDAE,"(Stimpson, 1857)",,48403
InvertEBase Marine Invertebrates of California,Mothocya rosea,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYMOTHOIDAE,"N. Bruce, 1986",,58390
InvertEBase Marine Invertebrates of California,Nerocila acuminata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYMOTHOIDAE,"Schioedte and Meinert, 1881",,58373
InvertEBase Marine Invertebrates of California,Nerocila californica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYMOTHOIDAE,"Schioedte & Meinert, 1881",,58374
InvertEBase Marine Invertebrates of California,Cyphocaris challengeri,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPHOCARIDIDAE,"Stebbing, 1888",,59388
InvertEBase Marine Invertebrates of California,Cyphocaris richardi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPHOCARIDIDAE,"Chevreux, 1905",,50537
InvertEBase Marine Invertebrates of California,Cypraea albuginosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRAEIDAE,"Gray, 1825",,5612
InvertEBase Marine Invertebrates of California,Cypraea annettae,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRAEIDAE,"Dall, 1909",,5613
InvertEBase Marine Invertebrates of California,Cypraea spadicea,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRAEIDAE,"Swainson, 1836",,5621
InvertEBase Marine Invertebrates of California,Erosaria albuginosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRAEIDAE,"(Gray, 1825)",,119891
InvertEBase Marine Invertebrates of California,Erronea onyx,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRAEIDAE,"(Linnaeus, 1758)",,118442
InvertEBase Marine Invertebrates of California,Erronea pyriformis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRAEIDAE,"(Gray, 1824)",,118463
InvertEBase Marine Invertebrates of California,Lyncina carneola,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRAEIDAE,"(Linnaeus, 1758)",,118300
InvertEBase Marine Invertebrates of California,Macrocypraea cervinetta,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRAEIDAE,"(Kiener, 1844)",,120591
InvertEBase Marine Invertebrates of California,Monetaria moneta,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRAEIDAE,"(Linnaeus, 1758)",,118429
InvertEBase Marine Invertebrates of California,Naria albuginosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRAEIDAE,"(J. E. Gray, 1825)",,148584
InvertEBase Marine Invertebrates of California,Neobernaya spadicea,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRAEIDAE,"(Swainson, 1823)",,121026
InvertEBase Marine Invertebrates of California,Pseudozonaria annettae,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRAEIDAE,"(Dall, 1909)",,121553
InvertEBase Marine Invertebrates of California,Pustularia cicercula,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRAEIDAE,"(Linnaeus, 1758)",,118315
InvertEBase Marine Invertebrates of California,Staphylaea semiplota,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRAEIDAE,"(Mighels, 1845)",,121877
InvertEBase Marine Invertebrates of California,Zonaria spadicea,Dean Pentcheff,pentcheff@gmail.com ,chestnut cowrie,Inventory,CYPRAEIDAE,"(Swainson, 1823)",,3476
InvertEBase Marine Invertebrates of California,Bradleystrandesia reticulata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRIDIDAE,"(Zaddach, 1844)",,52566
InvertEBase Marine Invertebrates of California,Cypridopsis vidua,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRIDIDAE,"(O. F. Müller, 1776)",,54505
InvertEBase Marine Invertebrates of California,Cyprinotus scytoda,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRIDIDAE,"Dobbin, 1941",,54013
InvertEBase Marine Invertebrates of California,Cypris pubera,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRIDIDAE,"O. F. Müller, 1776",,54037
InvertEBase Marine Invertebrates of California,Eucypris virens,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRIDIDAE,"(Jurine, 1820)",,53923
InvertEBase Marine Invertebrates of California,Herpetocypris brevicaudata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRIDIDAE,"Kaufmann, 1900",,52606
InvertEBase Marine Invertebrates of California,Herpetocypris reptans,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRIDIDAE,"(Baird, 1835)",,54021
InvertEBase Marine Invertebrates of California,Heterocypris incongruens,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRIDIDAE,"(Ramdohr, 1808)",,52619
InvertEBase Marine Invertebrates of California,Heterocypris salina,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRIDIDAE,"(Brady, 1868)",,46243
InvertEBase Marine Invertebrates of California,Physocypria pustulosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRIDIDAE,"(Sharpe, 1897)",,54000
InvertEBase Marine Invertebrates of California,Potamocypris pallida,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRIDIDAE,"Alm, 1914",,54513
InvertEBase Marine Invertebrates of California,Potamocypris smaragdina,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRIDIDAE,"(Vávra, 1891)",,54510
InvertEBase Marine Invertebrates of California,Sarscypridopsis aculeata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRIDIDAE,"(Costa, 1847)",,52642
InvertEBase Marine Invertebrates of California,Stenocypris archoplites,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRIDIDAE,"Ferguson, 1964",,52647
InvertEBase Marine Invertebrates of California,Gigantocypris agassizii,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRIDINIDAE,"G. W. Müller, 1895",,53122
InvertEBase Marine Invertebrates of California,Vargula americana,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRIDINIDAE,,,53736
InvertEBase Marine Invertebrates of California,Vargula tsujii,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYPRIDINIDAE,"Kornicker and Baker, 1977",,53735
InvertEBase Marine Invertebrates of California,Corbicula fluminea,Dean Pentcheff,pentcheff@gmail.com ,Asian clam,Inventory,CYRENIDAE,"(O. F. Müller, 1774)",,20896
InvertEBase Marine Invertebrates of California,Corbicula largillierti,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYRENIDAE,"(Philippi, 1844)",,130416
InvertEBase Marine Invertebrates of California,Corbicula manilensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYRENIDAE,Philippi,,20895
InvertEBase Marine Invertebrates of California,Polymesoda mexicana,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYRENIDAE,"(Broderip & G. B. Sowerby I, 1829)",,115227
InvertEBase Marine Invertebrates of California,Cystiscus politus,Dean Pentcheff,pentcheff@gmail.com ,polished marginella,Inventory,CYSTISCIDAE,"(Carpenter, 1857)",,13640
InvertEBase Marine Invertebrates of California,Gibberula subtrigona,Dean Pentcheff,pentcheff@gmail.com ,triangular marginella,Inventory,CYSTISCIDAE,"(Carpenter, 1864)",,11523
InvertEBase Marine Invertebrates of California,Persicula phrygia,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYSTISCIDAE,"(Sowerby II, 1846)",,140948
InvertEBase Marine Invertebrates of California,Plesiocystiscus jewettii,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYSTISCIDAE,"(Carpenter, 1856)",,11682
InvertEBase Marine Invertebrates of California,Plesiocystiscus myrmecoon,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYSTISCIDAE,"(Dall, 1919)",,11683
InvertEBase Marine Invertebrates of California,Plesiocystiscus politulus,Dean Pentcheff,pentcheff@gmail.com ,polite marginella,Inventory,CYSTISCIDAE,"(Dall, 1919)",,11684
InvertEBase Marine Invertebrates of California,Cystisoma fabricii,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYSTISOMATIDAE,"Stebbing, 1888",,75692
InvertEBase Marine Invertebrates of California,Cystisoma latipes,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYSTISOMATIDAE,"(Stephensen, 1918)",,70439
InvertEBase Marine Invertebrates of California,Cystisoma magna,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYSTISOMATIDAE,"(Woltereck, 1903)",,74645
InvertEBase Marine Invertebrates of California,Cystisoma pellucida,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYSTISOMATIDAE,"(Willemöes-Suhm, 1873)",,75693
InvertEBase Marine Invertebrates of California,Cythere alveolivalva,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYTHERIDAE,"V. Z. Smith, 1952",,52700
InvertEBase Marine Invertebrates of California,Spinileberis hyalina,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYTHERIDAE,"Watling, 1970",,53090
InvertEBase Marine Invertebrates of California,Cyprideis beaconensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYTHERIDEIDAE,"(LeRoy, 1943)",,52712
InvertEBase Marine Invertebrates of California,Paracytheroma similis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYTHEROMATIDAE,"(Skogsberg, 1950)",,52730
InvertEBase Marine Invertebrates of California,Cytherura johnsoni,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,CYTHERURIDAE,"Mincher, 1941",,118552
InvertEBase Marine Invertebrates of California,Cyzicus californicus,Dean Pentcheff,pentcheff@gmail.com ,California clam shrimp,Inventory,CYZICIDAE,"(Packard, 1883)",,39713
InvertEBase Marine Invertebrates of California,Cyzicus elongatus,Dean Pentcheff,pentcheff@gmail.com ,elongate clam shrimp,Inventory,CYZICIDAE,"Mattox, 1957",,39617
InvertEBase Marine Invertebrates of California,Eocyzicus digueti,Dean Pentcheff,pentcheff@gmail.com ,common clam shrimp,Inventory,CYZICIDAE,"(Richard, 1895)",,39622
InvertEBase Marine Invertebrates of California,Actinocleidus fergusoni,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DACTYLOGYRIDAE,"Mizelle, 1938",,234554
InvertEBase Marine Invertebrates of California,Amphibdelloides maccallumi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DACTYLOGYRIDAE,,,107028
InvertEBase Marine Invertebrates of California,Dactylogyrus anchoratus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DACTYLOGYRIDAE,"(Dujardin, 1845) Wagener, 1857",,246642
InvertEBase Marine Invertebrates of California,Dactylogyrus aureus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DACTYLOGYRIDAE,"Seamster, 1948",,246652
InvertEBase Marine Invertebrates of California,Dactylogyrus californiensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DACTYLOGYRIDAE,"Mizelle, 1962",,246663
InvertEBase Marine Invertebrates of California,Dactylogyrus egregius,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DACTYLOGYRIDAE,"Price & Mizelle, 1964",,246687
InvertEBase Marine Invertebrates of California,Dactylogyrus extensus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DACTYLOGYRIDAE,"Mueller & Van Cleave, 1932",,246692
InvertEBase Marine Invertebrates of California,Dactylogyrus kritskyi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DACTYLOGYRIDAE,"Mizelle & McDougal, 1970",,246707
InvertEBase Marine Invertebrates of California,Dactylogyrus leptobarbus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DACTYLOGYRIDAE,"Mizelle & Price, 1964",,246712
InvertEBase Marine Invertebrates of California,Dactylogyrus maculatus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DACTYLOGYRIDAE,"Mizelle & Price, 1964",,246717
InvertEBase Marine Invertebrates of California,Dactylogyrus microlepidotus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DACTYLOGYRIDAE,"Price & Mizelle, 1964",,246725
InvertEBase Marine Invertebrates of California,Dactylogyrus navarroensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DACTYLOGYRIDAE,"Mizelle & Krtisky, 1969",,246740
InvertEBase Marine Invertebrates of California,Dactylogyrus occidentalis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DACTYLOGYRIDAE,"Mizelle & Price, 1964",,246744
InvertEBase Marine Invertebrates of California,Dactylogyrus orthodon,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DACTYLOGYRIDAE,"Price & Mizelle, 1964",,246747
InvertEBase Marine Invertebrates of California,Dactylogyrus richardsonius,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DACTYLOGYRIDAE,"Monaco & Mizelle, 1955",,246761
InvertEBase Marine Invertebrates of California,Dactylogyrus vastator,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DACTYLOGYRIDAE,,,107022
InvertEBase Marine Invertebrates of California,Dactylogyrus wegeneri,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DACTYLOGYRIDAE,"Kulwiec, 1927",,246776
InvertEBase Marine Invertebrates of California,Pellucidhaptor pellucidhaptor,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DACTYLOGYRIDAE,,,107020
InvertEBase Marine Invertebrates of California,Syncleithrium fusiforme,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DACTYLOGYRIDAE,"(Mueller, 1934) Price, 1967",,234556
InvertEBase Marine Invertebrates of California,Dairella californica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DAIRELLIDAE,"(Bovallius, 1885)",,74616
InvertEBase Marine Invertebrates of California,Holophryxus alaskensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DAJIDAE,"H. Richardson, 1905",,67310
InvertEBase Marine Invertebrates of California,Ceriodaphnia dubia,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DAPHNIIDAE,"Richard, 1894",,53527
InvertEBase Marine Invertebrates of California,Ceriodaphnia lacustris,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DAPHNIIDAE,"Birge, 1893",,53524
InvertEBase Marine Invertebrates of California,Daphnia laevis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DAPHNIIDAE,"Birge, 1879",,53506
InvertEBase Marine Invertebrates of California,Daphnia longispina,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DAPHNIIDAE,"(O. F. Mueller, 1785)",,53494
InvertEBase Marine Invertebrates of California,Daphnia lumholtzi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DAPHNIIDAE,"G. O. Sars, 1885",,53277
InvertEBase Marine Invertebrates of California,Daphnia magna,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DAPHNIIDAE,"Straus, 1820",,53501
InvertEBase Marine Invertebrates of California,Daphnia pulex,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DAPHNIIDAE,"Leydig, 1860",,53493
InvertEBase Marine Invertebrates of California,Daphnia rosea,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DAPHNIIDAE,"G. O. Sars, 1862",,53508
InvertEBase Marine Invertebrates of California,Scapholeberis rammneri,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DAPHNIIDAE,"Dumont and Pensaert, 1983",,53538
InvertEBase Marine Invertebrates of California,Simocephalus serrulatus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DAPHNIIDAE,"(Koch, 1841)",,53517
InvertEBase Marine Invertebrates of California,Simocephalus vetulus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DAPHNIIDAE,"(O. F. Müller, 1776)",,53518
InvertEBase Marine Invertebrates of California,Aplysilla glacialis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DARWINELLIDAE,"(Merejkowsky, 1878)",,101997
InvertEBase Marine Invertebrates of California,Aplysilla polyraphis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DARWINELLIDAE,"de Laubenfels, 1930",,101998
InvertEBase Marine Invertebrates of California,Laetmophasma fecundum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DEIMATIDAE,"Ludwig, 1894",,26633
InvertEBase Marine Invertebrates of California,Oneirophanta mutabilis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DEIMATIDAE,"Theel, 1879",,26632
InvertEBase Marine Invertebrates of California,Dendraster excentricus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENDRASTERIDAE,"(Eschscholtz, 1831)",,27167
InvertEBase Marine Invertebrates of California,Dendraster laevis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENDRASTERIDAE,"H. L. Clark, 1948",,27169
InvertEBase Marine Invertebrates of California,Dendraster terminalis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENDRASTERIDAE,"(Grant & Hertlein, 1938)",,118592
InvertEBase Marine Invertebrates of California,Merriamaster weaveri,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENDRASTERIDAE,"Durham & Morgan, 1978",,161709
InvertEBase Marine Invertebrates of California,Dendrocoelopsis hymanae,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENDROCOELIDAE,"Kawakatsu, 1968",,106024
InvertEBase Marine Invertebrates of California,Dendrodoris fulva,Dean Pentcheff,pentcheff@gmail.com ,yellow porostome,Inventory,DENDRODORIDIDAE,"(MacFarland, 1905)",,11463
InvertEBase Marine Invertebrates of California,Dendrodoris nigromaculata,Dean Pentcheff,pentcheff@gmail.com ,black-spot porostome,Inventory,DENDRODORIDIDAE,"(Cockerell, 1905)",,11464
InvertEBase Marine Invertebrates of California,Doriopsilla albopunctata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENDRODORIDIDAE,"(J. G. Cooper, 1863)",,15094
InvertEBase Marine Invertebrates of California,Doriopsilla fulva,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENDRODORIDIDAE,"(MacFarland, 1905)",,15095
InvertEBase Marine Invertebrates of California,Doriopsilla gemela,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENDRODORIDIDAE,"Gosliner, Schaefer & Millen, 1999",,118873
InvertEBase Marine Invertebrates of California,Doriopsilla rowena,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENDRODORIDIDAE,"Marcus and Marcus, 1967",,15092
InvertEBase Marine Invertebrates of California,Doriopsilla spaldingi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENDRODORIDIDAE,"Valdés & Behrens, 1998",,118875
InvertEBase Marine Invertebrates of California,Dendrogaster arbusculus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENDROGASTRIDAE,"Fisher, 1911",,38538
InvertEBase Marine Invertebrates of California,Dendrogaster fisheri,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENDROGASTRIDAE,"Grygier, 1982",,38542
InvertEBase Marine Invertebrates of California,Dendrogaster punctata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENDROGASTRIDAE,"Grygier, 1982",,38543
InvertEBase Marine Invertebrates of California,Dendronotus albus,Dean Pentcheff,pentcheff@gmail.com ,white frond-aeolis,Inventory,DENDRONOTIDAE,"MacFarland, 1966",,15133
InvertEBase Marine Invertebrates of California,Dendronotus diversicolor,Dean Pentcheff,pentcheff@gmail.com ,multicolor frond-aeolis,Inventory,DENDRONOTIDAE,"Robilliard, 1970",,15134
InvertEBase Marine Invertebrates of California,Dendronotus frondosus,Dean Pentcheff,pentcheff@gmail.com ,frond-aeolis,Inventory,DENDRONOTIDAE,"(Ascanius, 1774)",,15126
InvertEBase Marine Invertebrates of California,Dendronotus iris,Dean Pentcheff,pentcheff@gmail.com ,giant frond-aeolis,Inventory,DENDRONOTIDAE,"J. G. Cooper, 1863",,15123
InvertEBase Marine Invertebrates of California,Dendronotus orientalis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENDRONOTIDAE,"(Baba, 1932)",,118622
InvertEBase Marine Invertebrates of California,Dendronotus subramosus,Dean Pentcheff,pentcheff@gmail.com ,stubby frond-aeolis,Inventory,DENDRONOTIDAE,"MacFarland, 1966",,15129
InvertEBase Marine Invertebrates of California,Dendronotus venustus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENDRONOTIDAE,"MacFarland, 1966",,118624
InvertEBase Marine Invertebrates of California,Balanophyllia elegans,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENDROPHYLLIIDAE,"Verrill, 1864",,32522
InvertEBase Marine Invertebrates of California,Dendrophyllia oldroydae,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENDROPHYLLIIDAE,"Oldroyd, 1924",,32898
InvertEBase Marine Invertebrates of California,Tubastraea coccinea,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENDROPHYLLIIDAE,"Lesson, 1829",,32553
InvertEBase Marine Invertebrates of California,Antalis berryi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENTALIIDAE,"(A. G. Smith & Gordon, 1948)",,8742
InvertEBase Marine Invertebrates of California,Antalis novemcostata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENTALIIDAE,"(Lamarck, 1818)",,2625
InvertEBase Marine Invertebrates of California,Antalis pretiosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENTALIIDAE,"(G. B. Sowerby II, 1860)",,119039
InvertEBase Marine Invertebrates of California,Antalis pretiosum,Dean Pentcheff,pentcheff@gmail.com ,wampum tuskshell,Inventory,DENTALIIDAE,"(G. B. Sowerby II, 1860)",,8743
InvertEBase Marine Invertebrates of California,Antalis vulgaris,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENTALIIDAE,"(da Costa, 1778)",,2627
InvertEBase Marine Invertebrates of California,Dentalium agassizi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENTALIIDAE,"Pilsbry & Sharp, 1897",,8738
InvertEBase Marine Invertebrates of California,Dentalium dalli,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENTALIIDAE,"Pilsbry and Sharp, 1897",,8708
InvertEBase Marine Invertebrates of California,Dentalium neohexagonum,Dean Pentcheff,pentcheff@gmail.com ,hexagon tuskshell,Inventory,DENTALIIDAE,"Sharp and Pilsbry, 1897",,8734
InvertEBase Marine Invertebrates of California,Dentalium oerstedii,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENTALIIDAE,"Mörch, 1861",,118661
InvertEBase Marine Invertebrates of California,Dentalium pretiosum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENTALIIDAE,"Sowerby, 1860",,8710
InvertEBase Marine Invertebrates of California,Dentalium rectius,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENTALIIDAE,"Carpenter, 1864",,8735
InvertEBase Marine Invertebrates of California,Dentalium vallicolens,Dean Pentcheff,pentcheff@gmail.com ,trench tuskshell,Inventory,DENTALIIDAE,"Raymond, 1904",,8736
InvertEBase Marine Invertebrates of California,Fissidentalium actiniophorum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,DENTALIIDAE,"Shimek, 1997",,209319
