Family,ScientificName,ScientificNameAuthorship,CommonName,Notes,TaxonId
PUNCTIDAE,"Punctum pygmaeum","(Draparnaud, 1801)",,,142045
PUNCTIDAE,"Punctum randolphi","(Dall, 1895)","conical spot",,7524
PUNCTIDAE,"Punctum vitreum","(H. B. Baker, 1930)","glass spot",,7526
PUPILLIDAE,"Columella edentula","(Draparnaud, 1805)","toothless column",,7071
PUPILLIDAE,"Gastrocopta armifera","(Say, 1821)","armed snaggletooth",,7073
PUPILLIDAE,"Gastrocopta ashmuni","(Sterki, 1898)","sluice snaggletooth",,7074
PUPILLIDAE,"Gastrocopta dalliana","(Sterki, 1898)","shortneck snaggletooth",,7081
PUPILLIDAE,"Gastrocopta pellucida","(Pfeiffer, 1841)","slim snaggletooth",,7083
PUPILLIDAE,"Gastrocopta pellucida hordeacella","(Pilsbry, 1890)",,,161429
PUPILLIDAE,"Nearctula rowelli","(Newcomb, 1860)",,,150956
PUPILLIDAE,"Nearctula rowellii","(Newcomb, 1860)","ribbed vertigo",,3168
PUPILLIDAE,"Pupilla blandi","E. S. Morse, 1865","Rocky Mountain column",,7095
PUPILLIDAE,"Pupilla blandii","E. S. Morse, 1865",,,275621
PUPILLIDAE,"Pupilla guadalupensis","Pilsbry, 1927",,,162762
PUPILLIDAE,"Pupilla hebes","(Ancey, 1881)","crestless column",,7096
PUPILLIDAE,"Pupilla muscorum","(Linnaeus, 1758)","widespread column",,7097
PUPILLIDAE,"Pupilla sterkiana","(Pilsbry, 1890)",,,158090
PUPILLIDAE,"Pupoides albilabris","(C. B. Adams, 1841)","white-lip dagger",,7103
PUPILLIDAE,"Pupoides hordaceus","(Gabb, 1866)","ribbed dagger",,7104
PUPILLIDAE,"Sterkia calamitosa","(Pilsbry, 1889)",,,7107
PUPILLIDAE,"Sterkia clementina","(Sterki, 1890)","insular birddrop",,7108
PUPILLIDAE,"Sterkia hemphilli","(Sterki, 1890)","California birddrop",,7110
PUPILLIDAE,"Vertigo allyniana","S. S. Berry, 1919","small-tooth vertigo",,7112
PUPILLIDAE,"Vertigo alpestris","Alder, 1838","tundra vertigo",,7113
PUPILLIDAE,"Vertigo andrusiana","Pilsbry, 1899","Pacific vertigo",,7114
PUPILLIDAE,"Vertigo berryi","Pilsbry, 1919",,,7116
PUPILLIDAE,"Vertigo californica","(Rowell, 1861)",,,7119
PUPILLIDAE,"Vertigo concinnula","Cockerell, 1897","mitered vertigo",,7122
PUPILLIDAE,"Vertigo cupressicola","Sterki, 1919",,,253339
PUPILLIDAE,"Vertigo dalliana","Sterki, 1890","horseshoe vertigo",,7124
PUPILLIDAE,"Vertigo diegoensis","(Sterki, 1890)",,,183636
PUPILLIDAE,"Vertigo milium","(Gould, 1840)","blade vertigo",,7131
PUPILLIDAE,"Vertigo modesta","(Say, 1824)","cross vertigo",,7132
PUPILLIDAE,"Vertigo modesta castanea","Pilsbry & Vanatta, 1900",,,253349
PUPILLIDAE,"Vertigo modesta modesta",,,,253350
PUPILLIDAE,"Vertigo occidentalis","Sterki, 1907",,,7135
PUPILLIDAE,"Vertigo ovata","Say, 1822","ovate vertigo",,7138
PUPILLIDAE,"Vertigo pygmaea","(Draparnaud, 1801)","crested vertigo",,7142
PUPILLIDAE,"Vertigo rowelli","(Newcomb, 1860)",,,7143
PUPILLIDAE,"Vertigo sterkii","Pilsbry, 1919","chestnut vertigo",,7145
PUPILLIDAE,"Vertigo ventricosa","(E. S. Morse, 1865)","five-tooth vertigo",,7148
PYCNOGONIDAE,"Pycnogonum rickettsi",,,,92594
PYCNOGONIDAE,"Pycnogonum stearnsi",,,,92593
PYCNOPHYIDAE,"Kinorhynchus cataphractus","(Higgins, 1961)",,,169668
PYRAMIDELLIDAE,"Aartsenia martensi","(Dall & Bartsch, 1906)",,,276066
PYRAMIDELLIDAE,"Boonea bisuturalis","(Say, 1822)","two-groove odostome",,6667
PYRAMIDELLIDAE,"Boonea cincta","(Carpenter, 1864)",,,2839
PYRAMIDELLIDAE,"Boonea impressa","(Say, 1822)","impressed odostome",,6669
PYRAMIDELLIDAE,"Chrysallida communis","(C. B. Adams, 1852)",,,117520
PYRAMIDELLIDAE,"Chrysallida eugeniae","Peñas & Rolán, 1998",,,128922
PYRAMIDELLIDAE,"Chrysallida helga","(Dall & Bartsch, 1909)",,,276211
PYRAMIDELLIDAE,"Chrysallida lucca","(Dall & Bartsch, 1909)",,,276212
PYRAMIDELLIDAE,"Chrysallida spiralis",,,,6660
PYRAMIDELLIDAE,"Chrysallida trachis","(Dall & Bartsch, 1909)",,,174461
PYRAMIDELLIDAE,"Cyclostremella californica","Bartsch, 1907",,,6653
PYRAMIDELLIDAE,"Egila poppei","(Dall & Bartsch, 1909)",,,276304
PYRAMIDELLIDAE,"Eulimella lomana","(Dall, 1908)",,,257520
PYRAMIDELLIDAE,"Evalea carinae","van Aartsen & Corgan, 1996",,,276351
PYRAMIDELLIDAE,"Iolaea eucosmia","(Dall & Bartsch, 1909)",,,152412
PYRAMIDELLIDAE,"Ivara terricula","(Arnold, 1903)",,,275990
PYRAMIDELLIDAE,"Ividella navisa","(Dall and Bartsch, 1907)",,,3068
PYRAMIDELLIDAE,"Ividella notabilis","(C. B. Adams, 1852)",,,156422
PYRAMIDELLIDAE,"Ividella quinquecincta","(Carpenter, 1857)",,,152415
PYRAMIDELLIDAE,"Ividia aepynota","(Dall & Bartsch, 1909)",,,231675
PYRAMIDELLIDAE,"Longchaeus adamsii","(P. P. Carpenter, 1864)",,,276052
PYRAMIDELLIDAE,"Longchaeus auricoma","(Dall, 1889)",,,276053
PYRAMIDELLIDAE,"Longchaeus conicus","(C. B. Adams, 1852)",,,276055
PYRAMIDELLIDAE,"Megastomia conoidea","(Brocchi, 1814)",,,140047
PYRAMIDELLIDAE,"Odostomia aepynota","Dall and Bartsch, 1909",,,6224
PYRAMIDELLIDAE,"Odostomia aequisculpta","Carpenter, 1864",,,6225
PYRAMIDELLIDAE,"Odostomia altina","Dall and Bartsch, 1909",,,6226
PYRAMIDELLIDAE,"Odostomia americana","Dall and Bartsch, 1904",,,6227
PYRAMIDELLIDAE,"Odostomia amianta","Dall & Bartsch, 1907",,,275443
PYRAMIDELLIDAE,"Odostomia amilda","Dall and Bartsch, 1909",,,6229
PYRAMIDELLIDAE,"Odostomia angularis","Dall and Bartsch, 1907",,,6157
PYRAMIDELLIDAE,"Odostomia astricta","Dall and Bartsch, 1907",,,6230
PYRAMIDELLIDAE,"Odostomia atossa","Dall, 1908",,,6371
PYRAMIDELLIDAE,"Odostomia bachia","Bartsch, 1927",,,6237
PYRAMIDELLIDAE,"Odostomia baldridgeae","Bartsch, 1912",,,6238
PYRAMIDELLIDAE,"Odostomia barkleyensis","Dall and Bartsch, 1910",,,6239
PYRAMIDELLIDAE,"Odostomia calcarella","Bartsch, 1912",,,6243
PYRAMIDELLIDAE,"Odostomia callimene","Bartsch, 1912",,,6244
PYRAMIDELLIDAE,"Odostomia callimorpha","Dall and Bartsch, 1909",,,6245
PYRAMIDELLIDAE,"Odostomia calliope","Bartsch, 1912",,,6246
PYRAMIDELLIDAE,"Odostomia canfieldi","Dall, 1908",,,6248
PYRAMIDELLIDAE,"Odostomia cassandra","Bartsch, 1912",,,6155
PYRAMIDELLIDAE,"Odostomia catalinensis","Bartsch, 1927",,,6249
PYRAMIDELLIDAE,"Odostomia cincta","(Carpenter, 1864)",,,6253
PYRAMIDELLIDAE,"Odostomia clementensis","Bartsch, 1927",,,6254
PYRAMIDELLIDAE,"Odostomia clementina","Dall and Bartsch, 1909",,,6255
PYRAMIDELLIDAE,"Odostomia columbiana","Dall and Bartsch, 1907",,,6181
PYRAMIDELLIDAE,"Odostomia communis","(C. B. Adams, 1852)",,,151773
PYRAMIDELLIDAE,"Odostomia cypria","Dall and Bartsch, 1912",,,6260
PYRAMIDELLIDAE,"Odostomia deliciosa","Dall and Bartsch, 1907",,,6164
PYRAMIDELLIDAE,"Odostomia dicella","Bartsch, 1912",,,6262
PYRAMIDELLIDAE,"Odostomia dinella","Dall and Bartsch, 1909",,,6263
PYRAMIDELLIDAE,"Odostomia elsa","Dall and Bartsch, 1909",,,6196
PYRAMIDELLIDAE,"Odostomia enora","Dall and Bartsch, 1909",,,6270
PYRAMIDELLIDAE,"Odostomia esilda","Dall and Bartsch, 1909",,,6271
PYRAMIDELLIDAE,"Odostomia eucosmia","Dall and Bartsch, 1909",,,6276
PYRAMIDELLIDAE,"Odostomia eugena","Dall and Bartsch, 1909",,,6272
PYRAMIDELLIDAE,"Odostomia euglypta","Jordan, 1920",,,6274
PYRAMIDELLIDAE,"Odostomia exara","Dall and Bartsch, 1907",,,6273
PYRAMIDELLIDAE,"Odostomia excisa","Bartsch, 1912",,,6241
PYRAMIDELLIDAE,"Odostomia farallonensis","Dall and Bartsch, 1909",,,6278
PYRAMIDELLIDAE,"Odostomia farma","Dall and Bartsch, 1909",,,6279
PYRAMIDELLIDAE,"Odostomia fetella","Dall and Bartsch, 1909",,,6281
PYRAMIDELLIDAE,"Odostomia fia","Bartsch, 1927",,,6283
PYRAMIDELLIDAE,"Odostomia franciscana","Bartsch, 1917",,,6285
PYRAMIDELLIDAE,"Odostomia gloriosa","Bartsch, 1912",,,6288
PYRAMIDELLIDAE,"Odostomia gouldii","Carpenter, 1864",,,3207
PYRAMIDELLIDAE,"Odostomia gravida","Gould, 1853",,,6289
PYRAMIDELLIDAE,"Odostomia harfordensis","Dall and Bartsch, 1907",,,6294
PYRAMIDELLIDAE,"Odostomia heathi","A. G. Smith and M. Gordon, 1948",,,6296
PYRAMIDELLIDAE,"Odostomia helena","Bartsch, 1912",,,6345
PYRAMIDELLIDAE,"Odostomia helga","Dall and Bartsch, 1909",,,6297
PYRAMIDELLIDAE,"Odostomia hemphilli","Dall and Bartsch, 1909",,,6298
PYRAMIDELLIDAE,"Odostomia herilda","Dall and Bartsch, 1909",,,6300
PYRAMIDELLIDAE,"Odostomia heterocincta","Bartsch, 1912",,,6301
PYRAMIDELLIDAE,"Odostomia inflata","Carpenter, 1864",,,6182
PYRAMIDELLIDAE,"Odostomia kelseyi","Bartsch, 1912",,,6305
PYRAMIDELLIDAE,"Odostomia kennerleyi","Dall and Bartsch, 1907",,,6306
PYRAMIDELLIDAE,"Odostomia lastra","Dall and Bartsch, 1909",,,6308
PYRAMIDELLIDAE,"Odostomia laxa","Dall and Bartsch, 1909",,,6309
PYRAMIDELLIDAE,"Odostomia minutissima","Dall & Bartsch, 1909",,,187610
PYRAMIDELLIDAE,"Odostomia moratora","Dall and Bartsch, 1909",,,6310
PYRAMIDELLIDAE,"Odostomia movilla","Dall and Bartsch, 1909",,,6314
PYRAMIDELLIDAE,"Odostomia navisa","Dall and Bartsch, 1907",,,6316
PYRAMIDELLIDAE,"Odostomia nemo","Dall and Bartsch, 1909",,,6317
PYRAMIDELLIDAE,"Odostomia nota","Dall and Bartsch, 1909",,,6192
PYRAMIDELLIDAE,"Odostomia notilla","Dall and Bartsch, 1909",,,6370
PYRAMIDELLIDAE,"Odostomia nuciformis","Carpenter, 1864",,,6188
PYRAMIDELLIDAE,"Odostomia olssoni","Bartsch, 1924",,,275455
PYRAMIDELLIDAE,"Odostomia pedroana","Dall & Bartsch, 1909",,,275457
PYRAMIDELLIDAE,"Odostomia phanella","Dall and Bartsch, 1909",,,6320
PYRAMIDELLIDAE,"Odostomia pratoma","Dall and Bartsch, 1909",,,6324
PYRAMIDELLIDAE,"Odostomia profundicola","Dall and Bartsch, 1909",,,6326
PYRAMIDELLIDAE,"Odostomia pulcherrima","Dall and Bartsch, 1909",,,6328
PYRAMIDELLIDAE,"Odostomia pulcia","Dall and Bartsch, 1909",,,6329
PYRAMIDELLIDAE,"Odostomia pumila","A. Adams, 1861",,,251855
PYRAMIDELLIDAE,"Odostomia quadrae","Dall and Bartsch, 1910",,,6187
PYRAMIDELLIDAE,"Odostomia quinquecincta","(Carpenter, 1856)",,,6330
PYRAMIDELLIDAE,"Odostomia resina","Dall and Bartsch, 1909",,,6331
PYRAMIDELLIDAE,"Odostomia richi","Dall and Bartsch, 1909",,,6332
PYRAMIDELLIDAE,"Odostomia ritteri","Dall and Bartsch, 1909",,,6333
PYRAMIDELLIDAE,"Odostomia salinasensis","Bartsch, 1928",,,175873
PYRAMIDELLIDAE,"Odostomia sanctorum","Dall and Bartsch, 1909",,,6336
PYRAMIDELLIDAE,"Odostomia sapia","Dall and Bartsch, 1909",,,6338
PYRAMIDELLIDAE,"Odostomia satura","Carpenter, 1864",,,6339
PYRAMIDELLIDAE,"Odostomia skidegatensis","Bartsch, 1912",,,6184
PYRAMIDELLIDAE,"Odostomia spreadboroughi","Dall and Bartsch, 1910",,,6341
PYRAMIDELLIDAE,"Odostomia strongi","Bartsch, 1927",,,6342
PYRAMIDELLIDAE,"Odostomia subglobosa","Bartsch, 1912",,,6343
PYRAMIDELLIDAE,"Odostomia subplanata","A. Gould, 1861",,,275463
PYRAMIDELLIDAE,"Odostomia subturrita","Dall and Bartsch, 1909",,,6346
PYRAMIDELLIDAE,"Odostomia tacomaensis","Dall and Bartsch, 1907",,,6372
PYRAMIDELLIDAE,"Odostomia tenuisculpta","Carpenter, 1864",,,6158
PYRAMIDELLIDAE,"Odostomia thalia","Bartsch, 1912",,,6349
PYRAMIDELLIDAE,"Odostomia thea","Bartsch, 1912",,,6350
PYRAMIDELLIDAE,"Odostomia trachis","Dall and Bartsch, 1909",,,6353
PYRAMIDELLIDAE,"Odostomia tremperi","Bartsch, 1927",,,6354
PYRAMIDELLIDAE,"Odostomia turricula","Dall and Bartsch, 1903",,,6355
PYRAMIDELLIDAE,"Odostomia valdezi","Dall and Bartsch, 1907",,,6165
PYRAMIDELLIDAE,"Odostomia vicola","Dall and Bartsch, 1909",,,6360
PYRAMIDELLIDAE,"Odostomia vincta","Dall and Bartsch, 1909",,,6361
PYRAMIDELLIDAE,"Odostomia virginalis",,,,6363
PYRAMIDELLIDAE,"Odostomia whitei","Bartsch, 1927",,,6313
PYRAMIDELLIDAE,"Odostomia willetti","Bartsch, 1917",,,6186
PYRAMIDELLIDAE,"Peristichia pedroana","(Dall and Bartsch, 1909)",,,6665
PYRAMIDELLIDAE,"Pseudoscilla exarata","(P. P. Carpenter, 1857)",,,275615
PYRAMIDELLIDAE,"Pyramidella adamsi","(Carpenter, 1864)",,,6639
PYRAMIDELLIDAE,"Pyramidella conica","C. B. Adams, 1852",,,161402
PYRAMIDELLIDAE,"Pyramidella hastata","(A. Adams, 1854)",,,158154
PYRAMIDELLIDAE,"Pyramidella mazatlanica",,,,176092
PYRAMIDELLIDAE,"Pyramidella mexicana","Dall and Bartsch, 1909",,,6646
PYRAMIDELLIDAE,"Pyrgiscus antemunda","(Dall & Bartsch, 1909)",,,275628
PYRAMIDELLIDAE,"Trabecula laxa","(Dall and Bartsch, 1909)",,,3404
PYRAMIDELLIDAE,"Turbonilla acra","Dall and Bartsch, 1909",,,6401
PYRAMIDELLIDAE,"Turbonilla adusta","Dall and Bartsch, 1909",,,6402
PYRAMIDELLIDAE,"Turbonilla aepynota","Dall and Bartsch, 1909",,,6403
PYRAMIDELLIDAE,"Turbonilla almo","Dall and Bartsch, 1909",,,6408
PYRAMIDELLIDAE,"Turbonilla antestriata","Dall and Bartsch, 1907",,,6410
PYRAMIDELLIDAE,"Turbonilla aragoni","Dall and Bartsch, 1909",,,6411
PYRAMIDELLIDAE,"Turbonilla aresta","Dall and Bartsch, 1909",,,6412
PYRAMIDELLIDAE,"Turbonilla attrita","Dall and Bartsch, 1909",,,6415
PYRAMIDELLIDAE,"Turbonilla aurantia","(Carpenter, 1864)",,,6416
PYRAMIDELLIDAE,"Turbonilla auricoma","Dall and Bartsch, 1903",,,6420
PYRAMIDELLIDAE,"Turbonilla bakeri","Bartsch, 1912",,,6424
PYRAMIDELLIDAE,"Turbonilla berryi","Dall & Bartsch, 1907",,,275822
PYRAMIDELLIDAE,"Turbonilla burchi","M. Gordon, 1938",,,6427
PYRAMIDELLIDAE,"Turbonilla buttoni","Dall and Bartsch, 1909",,,6430
PYRAMIDELLIDAE,"Turbonilla callia","Dall and Bartsch, 1909",,,6432
PYRAMIDELLIDAE,"Turbonilla callimene","Bartsch, 1912",,,6433
PYRAMIDELLIDAE,"Turbonilla canfieldi","Dall and Bartsch, 1907",,,6435
PYRAMIDELLIDAE,"Turbonilla carpenteri","Dall and Bartsch, 1909",,,6436
PYRAMIDELLIDAE,"Turbonilla castanea","(Keep, 1887)",,,6437
PYRAMIDELLIDAE,"Turbonilla castanella","Dall, 1908",,,6438
PYRAMIDELLIDAE,"Turbonilla chocolata","(Carpenter, 1864)",,,6442
PYRAMIDELLIDAE,"Turbonilla clarinda","Bartsch, 1912",,,6449
PYRAMIDELLIDAE,"Turbonilla clementina","Bartsch, 1927",,,6450
PYRAMIDELLIDAE,"Turbonilla cortezi","Bartsch, 1917",,,6456
PYRAMIDELLIDAE,"Turbonilla delmontana","Bartsch, 1937",,,6458
PYRAMIDELLIDAE,"Turbonilla diegensis","Dall and Bartsch, 1909",,,6460
PYRAMIDELLIDAE,"Turbonilla dinora","Bartsch, 1912",,,6461
PYRAMIDELLIDAE,"Turbonilla dora","Bartsch, 1917",,,6463
PYRAMIDELLIDAE,"Turbonilla dracona","Bartsch, 1912",,,6464
PYRAMIDELLIDAE,"Turbonilla encella","Bartsch, 1912",,,6469
PYRAMIDELLIDAE,"Turbonilla enna","Bartsch, 1927",,,6471
PYRAMIDELLIDAE,"Turbonilla eschscholtzi","Dall and Bartsch, 1907",,,6472
PYRAMIDELLIDAE,"Turbonilla eucosmobasis","Dall and Bartsch, 1907",,,6473
PYRAMIDELLIDAE,"Turbonilla eva","Bartsch, 1917",,,6474
PYRAMIDELLIDAE,"Turbonilla fackenthallae","A. G. Smith and M. Gordon, 1948",,,6484
PYRAMIDELLIDAE,"Turbonilla franciscana","Bartsch, 1917",,,6486
PYRAMIDELLIDAE,"Turbonilla gabbiana","(J. G. Cooper, 1867)",,,6487
PYRAMIDELLIDAE,"Turbonilla genilda","Dall & Bartsch, 1909",,,176249
PYRAMIDELLIDAE,"Turbonilla gilli","Dall and Bartsch, 1907",,,6490
PYRAMIDELLIDAE,"Turbonilla gilli delmontensis","Dall and Bartsch, 1907",,,14496
PYRAMIDELLIDAE,"Turbonilla gloriosa","Bartsch, 1912",,,6491
PYRAMIDELLIDAE,"Turbonilla gracilior","(C. B. Adams, 1852)",,,176250
PYRAMIDELLIDAE,"Turbonilla grippi","Bartsch, 1912",,,6494
PYRAMIDELLIDAE,"Turbonilla haleyi","A. M. Strong & Hertlein, 1939",,,275830
PYRAMIDELLIDAE,"Turbonilla halibrecta","Dall and Bartsch, 1909",,,6497
PYRAMIDELLIDAE,"Turbonilla halistrepta","Dall and Bartsch, 1909",,,6498
PYRAMIDELLIDAE,"Turbonilla heterolopha","Dall and Bartsch, 1909",,,6502
PYRAMIDELLIDAE,"Turbonilla histias","Dall and Bartsch, 1909",,,6503
PYRAMIDELLIDAE,"Turbonilla hypolispa","Dall and Bartsch, 1909",,,6504
PYRAMIDELLIDAE,"Turbonilla ilfa","Bartsch, 1927",,,6507
PYRAMIDELLIDAE,"Turbonilla ina","Bartsch, 1917",,,6508
PYRAMIDELLIDAE,"Turbonilla ista","Bartsch, 1917",,,6511
PYRAMIDELLIDAE,"Turbonilla jewetti","Dall and Bartsch, 1909",,,6512
PYRAMIDELLIDAE,"Turbonilla kelseyi","Dall and Bartsch, 1909",,,6516
PYRAMIDELLIDAE,"Turbonilla laminata","(Carpenter, 1864)",,,6520
PYRAMIDELLIDAE,"Turbonilla lara","Dall and Bartsch, 1909",,,6522
PYRAMIDELLIDAE,"Turbonilla lepta","Dall and Bartsch, 1909",,,6525
PYRAMIDELLIDAE,"Turbonilla lituyana","Dall and Bartsch, 1909",,,6378
PYRAMIDELLIDAE,"Turbonilla lordi","(E. A. Smith, 1880)",,,6382
PYRAMIDELLIDAE,"Turbonilla lyalli","Dall and Bartsch, 1907",,,6529
PYRAMIDELLIDAE,"Turbonilla macbridei","Dall and Bartsch, 1909",,,6530
PYRAMIDELLIDAE,"Turbonilla magdalinensis","Bartsch, 1927",,,6532
PYRAMIDELLIDAE,"Turbonilla major","(C. B. Adams, 1852)",,,256172
PYRAMIDELLIDAE,"Turbonilla mariana","Bartsch, 1917",,,6533
PYRAMIDELLIDAE,"Turbonilla marshalli","Dall and Bartsch, 1909",,,6534
PYRAMIDELLIDAE,"Turbonilla morchi","Dall and Bartsch, 1907",,,6540
PYRAMIDELLIDAE,"Turbonilla mormuloides","Nomura, 1936",,,164269
PYRAMIDELLIDAE,"Turbonilla muricata","(Carpenter, 1857)",,,179363
PYRAMIDELLIDAE,"Turbonilla muricatoides","Dall and Bartsch, 1907",,,6634
PYRAMIDELLIDAE,"Turbonilla nereia","Dall and Bartsch, 1909",,,6545
PYRAMIDELLIDAE,"Turbonilla newcombei","Dall and Bartsch, 1907",,,3435
PYRAMIDELLIDAE,"Turbonilla nuttingi","Dall and Bartsch, 1909",,,6549
PYRAMIDELLIDAE,"Turbonilla obesa","Dall and Bartsch, 1909",,,6551
PYRAMIDELLIDAE,"Turbonilla oenoa","Bartsch, 1924",,,275835
PYRAMIDELLIDAE,"Turbonilla oregonensis","Dall and Bartsch, 1907",,,6552
PYRAMIDELLIDAE,"Turbonilla panamensis","(C. B. Adams, 1852)",,,176253
PYRAMIDELLIDAE,"Turbonilla paramoea","Dall & Bartsch, 1909",,,253113
PYRAMIDELLIDAE,"Turbonilla pauli","A. G. Smith and M. Gordon, 1958",,,6553
PYRAMIDELLIDAE,"Turbonilla pazana","Dall & Bartsch, 1909",,,275836
PYRAMIDELLIDAE,"Turbonilla penasi","Nofroni & Gubbioli, 2000",,,164270
PYRAMIDELLIDAE,"Turbonilla pentalopha","Dall and Bartsch, 1903",,,6557
PYRAMIDELLIDAE,"Turbonilla pequensis","Dall and Bartsch, 1909",,,6558
PYRAMIDELLIDAE,"Turbonilla periscelida","Dall and Bartsch, 1909",,,6560
PYRAMIDELLIDAE,"Turbonilla pluto","Dall and Bartsch, 1909",,,6563
PYRAMIDELLIDAE,"Turbonilla raymondi","Dall and Bartsch, 1909",,,6573
PYRAMIDELLIDAE,"Turbonilla recta","Dall and Bartsch, 1909",,,6574
PYRAMIDELLIDAE,"Turbonilla regina","Dall and Bartsch, 1909",,,6575
PYRAMIDELLIDAE,"Turbonilla ridgwayi","Dall and Bartsch, 1909",,,6579
PYRAMIDELLIDAE,"Turbonilla santarosana","Dall and Bartsch, 1909",,,6582
PYRAMIDELLIDAE,"Turbonilla sebastiani","Bartsch, 1917",,,6585
PYRAMIDELLIDAE,"Turbonilla serrae","Dall and Bartsch, 1907",,,6586
PYRAMIDELLIDAE,"Turbonilla signae","Dall and Bartsch, 1909",,,6587
PYRAMIDELLIDAE,"Turbonilla simpsoni","Dall and Bartsch, 1909",,,6591
PYRAMIDELLIDAE,"Turbonilla stenogyra","Dall & Bartsch, 1909",,,176255
PYRAMIDELLIDAE,"Turbonilla stephanogyra",,,,176256
PYRAMIDELLIDAE,"Turbonilla stillmani","A. G. Smith and M. Gordon, 1948",,,6590
PYRAMIDELLIDAE,"Turbonilla strongi","Willett, 1931",,,6510
PYRAMIDELLIDAE,"Turbonilla stylina","(Carpenter, 1864)",,,6477
PYRAMIDELLIDAE,"Turbonilla superba","Dall and Bartsch, 1909",,,6594
PYRAMIDELLIDAE,"Turbonilla swani","Dall and Bartsch, 1909",,,3439
PYRAMIDELLIDAE,"Turbonilla tecalo","Bartsch, 1917",,,6597
PYRAMIDELLIDAE,"Turbonilla tenuicula","(Gould, 1853)",,,6598
PYRAMIDELLIDAE,"Turbonilla theone","Bartsch, 1924",,,275841
PYRAMIDELLIDAE,"Turbonilla torquata","(Gould, 1853)",,,6374
PYRAMIDELLIDAE,"Turbonilla tremperi","Bartsch, 1917",,,6610
PYRAMIDELLIDAE,"Turbonilla tridentata","(Carpenter, 1864)",,,6611
PYRAMIDELLIDAE,"Turbonilla urdeneta",,,,176257
PYRAMIDELLIDAE,"Turbonilla vancouverensis","(Baird, 1863)",,,6375
PYRAMIDELLIDAE,"Turbonilla vexativa","Dall and Bartsch, 1909",,,6618
PYRAMIDELLIDAE,"Turbonilla weldi","Dall and Bartsch, 1909",,,6626
PYRAMIDELLIDAE,"Turbonilla wickhami","Dall and Bartsch, 1909",,,6629
PYRAMIDELLIDAE,"Turbonilla willetti","A. G. Smith and M. Gordon, 1948",,,6630
PYRAMIDULIDAE,"Pyramidula striatella",,,,181927
PYROPELTIDAE,"Pyropelta musaica","McLean & Haszprunar, 1987",,,162771
PYROSOMATIDAE,"Pyrosoma atlanticum","Péron, 1804",,,99664
PYROSTEPHIDAE,"Bargmannia amoena","Pugh, 1999",,,35849
PYROSTEPHIDAE,"Bargmannia elongata","Totton, 1954",,,34732
PYROSTEPHIDAE,"Bargmannia lata","Mapstone, 1998",,,35850
PYROTEUTHIDAE,"Pterygioteuthis gemmata","Chun, 1908",,,23042
PYTHONASTERIDAE,"Asthenactis papyraceus","Fisher, 1906",,,116324
PYURIDAE,"Bathypera ovoida","(Ritter, 1907)",,,100531
PYURIDAE,"Boltenia echinata","(Linnaeus, 1767)",,,100507
PYURIDAE,"Boltenia ovifera","(Linnaeus, 1767)",,,100505
PYURIDAE,"Boltenia polyplacoderma","Lambert, 1993",,,116687
PYURIDAE,"Boltenia villosa","(Stimpson, 1864)",,,100513
PYURIDAE,"Culeolus pyramidalis","Ritter, 1907",,,100530
PYURIDAE,"Halocynthia hispida","(Herdman, 1881)",,,100659
PYURIDAE,"Halocynthia igaboja","Oka, 1906",,,100522
PYURIDAE,"Microcosmus squamiger","Michaelsen, 1927",,,161727
PYURIDAE,"Pyura haustor","(Stimpson, 1864)",,,100470
PYURIDAE,"Pyura lignosa","Michaelsen, 1908",,,100504
PYURIDAE,"Pyura mirabilis","(Von Drasche, 1884)",,,100473
RANELLIDAE,"Turritriton gibbosus","(Broderip, 1833)",,,122291
RAPHITOMIDAE,"Clathromangelia fuscoligata","(Dall, 1871)",,,14312
RAPHITOMIDAE,"Clathromangelia interfossa","(Carpenter, 1864)",,,14313
RAPHITOMIDAE,"Clathromangelia rhyssa","(Dall, 1919)",,,276216
RAPHITOMIDAE,"Clathromangelia variegata","(Carpenter, 1864)",,,129088
RAPHITOMIDAE,"Daphnella aspersa","(Gould, 1860)",,,132563
RAPHITOMIDAE,"Daphnella clathrata","Gabb, 1865",,,14118
RAPHITOMIDAE,"Daphnella fuscoligata","(Dall, 1871)",,,14119
RAPHITOMIDAE,"Gymnobela vicella","(Dall, 1908)",,,175619
RASPAILIIDAE,"Cyamon koltuni","Sim & Bakus, 1986",,,245973
RASPAILIIDAE,"Cyamon neon","de Laubenfels, 1930",,,118164
RASPAILIIDAE,"Hemectyon hyle","de Laubenfels, 1930",,,105022
RASPAILIIDAE,"Raspailia hyle","(de Laubenfels, 1930)",,,137353
RASPAILIIDAE,"Raspailia hymani","(Dickinson, 1945)",,,168170
RASPAILIIDAE,"Trikentrion catalina","(Sim & Bakus, 1986)",,,118162
RENICOLIDAE,"Renicola buchanani",,,,109517
RENILLIDAE,"Renilla amethystina","Verrill, 1864",,,149997
RENILLIDAE,"Renilla koellikeri","Pfeffer, 1886",,,31682
RENILLIDAE,"Renilla muelleri","Kölliker, 1872",,,33685
RENILLIDAE,"Renilla peltata","Verrill, 1864",,,179310
RENILLIDAE,"Renilla reniformis","(Pallas, 1766)","sea pansy",,31681
RESOMIIDAE,"Resomia ornicephala","Pugh & Haddock, 2010",,,168180
RETIMOHNIIDAE,"Retimohnia clementinus","(Dall, 1919)",,,11965
RETIMOHNIIDAE,"Retimohnia frielei","(Dall, 1891)",,,214142
