Project Requested	scientific_name	Point of Contact for Submission	Email	Common Name	Survey Type	Source
CCLME FishCard	Chauliodus sloani	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Chaunacops coloratus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cheilopogon furcatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cheilopogon heterurus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cheilopogon pinnatibarbatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cheilotrema saturnum	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cherublemma emmelas	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Chesnonia verrucosa	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Chiasmodon niger	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Chiasmodon subniger	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Chilara taylori	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Chilomycterus reticulatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Chirolophis decoratus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Chirolophis nugator	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Chirolophis tarsodes	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Chitonotus pugetensis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Chlamydoselachus anguineus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Chloroscombrus orqueta	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Chromis alta	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Chromis atrilobata	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Chromis punctipinnis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Citharichthys fragilis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Citharichthys sordidus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Citharichthys stigmaeus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Citharichthys xanthostigma	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Clevelandia ios	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Clidoderma asperrimum	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Clinocottus acuticeps	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Clinocottus analis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Clinocottus embryum	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Clinocottus globiceps	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Clinocottus recalvus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Clupea pallasii	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Coelorinchus scaphopsis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cololabis adoceta	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cololabis saira	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Congriscus megastomus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Conocara salmoneum	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Conodon serrifer	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Coptodon zillii	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Coryphaena equiselis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Coryphaena hippurus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Coryphaenoides acrolepis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Coryphaenoides anguliceps	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Coryphaenoides armatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Coryphaenoides cinereus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Coryphaenoides filifer	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Coryphaenoides leptolepis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Coryphaenoides pectoralis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Coryphaenoides yaquinae	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cosmocampus arctus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cottus aleuticus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cottus asper	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cryptacanthodes aleutensis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cryptacanthodes giganteus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cryptopsaras couesii	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cryptotrema corallinum	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Ctenogobius sagittula	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cubiceps baxteri	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cubiceps capensis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cubiceps paradoxus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cyclothone acclinidens	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cyclothone atraria	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cyclothone braueri	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cyclothone microdon	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cyclothone pallida	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cyclothone pseudopallida	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cyclothone signata	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cyema atrum	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cymatogaster aggregata	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cynoscion parvipinnis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Cynoscion xanthulus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Dactylagnus mundus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Danaphos oculatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Dasycottus setiger	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Decapterus muroadsi	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Deckertichthys aureolus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Decodon melasma	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Derepodichthys alepidotus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Dermatolepis dermatolepis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Desmodema lorum	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Diaphus anderseni	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Diaphus theta	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Dicrolene filamentosa	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Diodon eydouxii	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Diodon holocanthus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Diodon hystrix	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Diogenichthys atlanticus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Diogenichthys laternatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Diplectrum labarum	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Diplectrum maximum	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Diplophos proximus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Diplophos taenia	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Diplospinus multistriatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Diretmoides pauciradiatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Diretmus argenteus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Ditropichthys storeri	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Dolicholagus longirostris	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Dolichopteryx longipes	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Dolichopteryx parini	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Dolichopteryx pseudolongipes	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Dolopichthys longicornis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Dolopichthys pullatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Dormitator latifrons	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Dorosoma petenense	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Dysalotus oligoscolus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Echeneis naucrates	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Echinorhinus cookei	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Elassodiscus caudatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Electrona risso	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Elops affinis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Embassichthys bathybius	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Embiotoca caryi	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Embiotoca jacksoni	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Embiotoca lateralis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Engraulis mordax	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Engyophrys sanctilaurentii	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Enneanectes carminalis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Enneanectes reticulatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Enophrys bison	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Enophrys lucasi	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Enophrys taurina	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Entosphenus tridentatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Eopsetta jordani	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Epinephelus analogus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Epinephelus labriformis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Eptatretus deani	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Eptatretus fritzi	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Eptatretus mcconnaugheyi	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Eptatretus stoutii	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Erilepis zonifer	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Ernogrammus walkeri	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Esselenichthys carli	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Esselenichthys laurae	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Etmopterus benchleyi	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Etropus crossotus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Etrumeus acuminatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Etrumeus teres	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Eucinostomus currani	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Eucinostomus dowii	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Eucinostomus gracilis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Eucryphycus californicus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Eucyclogobius kristinae	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Eucyclogobius newberryi	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Euleptorhamphus viridis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Eumicrotremus orbis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Euprotomicrus bispinatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Eurypharynx pelecanoides	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Eutaeniophorus festivus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Euthynnus affinis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Euthynnus lineatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Evermannella ahlstromi	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Facciolella equatorialis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Facciolella gilbertii	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Fistularia commersonii	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Fistularia corneta	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Flagellostomias boureei	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Fodiator acutus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Fowlerichthys avalonis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Fundulus parvipinnis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gadus chalcogrammus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gadus macrocephalus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Galeocerdo cuvier	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Galeorhinus galeus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gambusia affinis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gasterosteus aculeatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gempylus serpens	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Genioliparis ferox	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Genyonemus lineatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gibbonsia elegans	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gibbonsia metzi	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gibbonsia montereyensis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gigantactis gargantua	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gigantactis macronema	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gigantactis micordontis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gigantactis savagei	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gigantactis vanhoeffeni	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gillellus semicinctus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gillichthys mirabilis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Girella nigricans	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Glyptocephalus zachirus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gnathophis cinctus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gobiesox eugrammus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gobiesox maeandricus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gobiesox papillifer	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gobiesox rhessodon	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gobulus crescentalis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gonichthys tenuiculus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gonostoma atlanticum	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Grammonus diagrammus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gymnocanthus galeatus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gymnothorax castaneus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gymnothorax dovii	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gymnothorax mordax	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Gymnura marmorata	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Haemulon flaviguttatum	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Haemulon maculicauda	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Haemulopsis axillaris	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Halargyreus johnsonii	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Halichoeres californica	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Halichoeres dispilus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Halichoeres insularis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Halichoeres melanotis	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Halichoeres nicholsii	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Halichoeres notospilus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Halichoeres semicinctus	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
CCLME FishCard	Harengula thrissina	Zachary Gold	zack.j.gold@gmail.com		Inventory	Walker_Miller_Lea_Combo_20210216
