Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	modified	bibliographicCitation	references	identifier	title	datasetID.y	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI	subtree_identifier_taxIDs	subtree_accepted_taxIDs	linear_noClaim_verified_directHits	circular_complete_verified_directHits	linear_noClaim_unverified_directHits	linear_complete_verified_directHits	circular_noClaim_unverified_directHits	circular_noClaim_verified_directHits	circular_claimComplete_verified_directHits	linear_claimComplete_verified_directHits	circular_complete_unverified_directHits	linear_complete_unverified_directHits	linear_noClaim_verified_subTreeHits	circular_complete_verified_subTreeHits	linear_noClaim_unverified_subTreeHits	linear_complete_verified_subTreeHits	circular_noClaim_unverified_subTreeHits	circular_noClaim_verified_subTreeHits	circular_claimComplete_verified_subTreeHits	linear_claimComplete_verified_subTreeHits	circular_complete_unverified_subTreeHits	linear_complete_unverified_subTreeHits	high_potential_sra_directHits	high_potential_sra_subTreeHits	other_potential_sra_directHits	other_potential_sra_subTreeHits	NCBI_identifier_kingdom	NCBI_identifier_phylum	NCBI_identifier_class	NCBI_identifier_order	NCBI_identifier_family	NCBI_identifier_genus	NCBI_identifier_species	NCBI_accepted_kingdom	NCBI_accepted_phylum	NCBI_accepted_class	NCBI_accepted_order	NCBI_accepted_family	NCBI_accepted_genus	NCBI_accepted_species
HARPINIA ANTENNARIA	R04937	102960	urn:lsid:marinespecies.org:taxname:102960	urn:lsid:marinespecies.org:taxname:102960	urn:lsid:marinespecies.org:taxname:102960	urn:lsid:marinespecies.org:taxname:101716	Harpinia antennaria	Harpinia antennaria	Harpinia	Meinert, F. (1877). Crustacea Isopoda, Amphipoda et Decapoda Daniae: Forteguelse over Danmarks isopode, amphipode og decapode krebsdyr. <em>Naturhist Tidsskr.</em> 3(11): 57-248.	1877	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpinia	NA	antennaria	NA	Species	Meinert, 1890	accepted	2004-12-21	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Harpinia antennaria Meinert, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102960	https://www.marinespecies.org/aphia.php?p=taxdetails&id=102960	NCBI:txid1732151	To GenBank (2 nucleotides; 2 proteins)	ncbi	102960	101716	Harpinia antennaria	NCBI:txid1732150	NCBI:txid1732151	NCBI:txid1732151	NCBI:txid1732151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpinia	Harpinia antennaria	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpinia	Harpinia antennaria
HARPINIA CRENULATA	R04938	102963	urn:lsid:marinespecies.org:taxname:102963	urn:lsid:marinespecies.org:taxname:102963	urn:lsid:marinespecies.org:taxname:102963	urn:lsid:marinespecies.org:taxname:101716	Harpinia crenulata	Harpinia crenulata	Harpinia	NA	NA	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpinia	NA	crenulata	NA	Species	(Boeck, 1871)	accepted	2019-11-02	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Harpinia crenulata (Boeck, 1871). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102963	https://www.marinespecies.org/aphia.php?p=taxdetails&id=102963	NA	NA	NA	102963	101716	Harpinia crenulata	NCBI:txid1732150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HARPINIA DELLAVALLEI	R04939	102966	urn:lsid:marinespecies.org:taxname:102966	urn:lsid:marinespecies.org:taxname:102966	urn:lsid:marinespecies.org:taxname:102966	urn:lsid:marinespecies.org:taxname:101716	Harpinia dellavallei	Harpinia dellavallei	Harpinia	Chevreux, E. (1911). Campagnes de la "Melita". Les amphipodes d'Algérie et de Tunisie. <em>Mémoires de la Société zoologique de France.</em> 23(3-4): 145-285.	1911	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpinia	NA	dellavallei	NA	Species	Chevreux, 1911	accepted	2023-09-03	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Harpinia dellavallei Chevreux, 1911. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102966	https://www.marinespecies.org/aphia.php?p=taxdetails&id=102966	NA	NA	NA	102966	101716	Harpinia dellavallei	NCBI:txid1732150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HARPINIA LAEVIS	R04940	102968	urn:lsid:marinespecies.org:taxname:102968	urn:lsid:marinespecies.org:taxname:102968	urn:lsid:marinespecies.org:taxname:102968	urn:lsid:marinespecies.org:taxname:101716	Harpinia laevis	Harpinia laevis	Harpinia	Sars, G.O. (1891). Amphipoda. Part VII. Phoxocephalidae. An account of the Crustacea of Norway, with short descriptions and figures of all the species:. I: 141-160, pls 49-60. Cammermeyer, Christiana (Oslo).	1891	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpinia	NA	laevis	NA	Species	G.O. Sars, 1891	accepted	2021-09-20	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Harpinia laevis G.O. Sars, 1891. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102968	https://www.marinespecies.org/aphia.php?p=taxdetails&id=102968	NA	NA	NA	102968	101716	Harpinia laevis	NCBI:txid1732150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HARPINIA MUCRONATA	R04941	102970	urn:lsid:marinespecies.org:taxname:102970	urn:lsid:marinespecies.org:taxname:102970	urn:lsid:marinespecies.org:taxname:102970	urn:lsid:marinespecies.org:taxname:101716	Harpinia mucronata	Harpinia mucronata	Harpinia	Sars, G.O. (1879). Crustacea et Pycnogonida nova in itinere 2do et 3tio expeditionis Norvegicae anno 1877 & 78 collecta (prodromus descriptionis). <em>Archiv for Mathematik og Naturvidenskab.</em> 4: 427-476.	1879	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpinia	NA	mucronata	NA	Species	G. O. Sars, 1879	accepted	2004-12-21	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Harpinia mucronata G. O. Sars, 1879. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102970	https://www.marinespecies.org/aphia.php?p=taxdetails&id=102970	NA	NA	NA	102970	101716	Harpinia mucronata	NCBI:txid1732150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HARPINIA PECTINATA	R04942	102972	urn:lsid:marinespecies.org:taxname:102972	urn:lsid:marinespecies.org:taxname:102972	urn:lsid:marinespecies.org:taxname:102972	urn:lsid:marinespecies.org:taxname:101716	Harpinia pectinata	Harpinia pectinata	Harpinia	Sars, G.O. (1891). Amphipoda. Part VII. Phoxocephalidae. An account of the Crustacea of Norway, with short descriptions and figures of all the species:. I: 141-160, pls 49-60. Cammermeyer, Christiana (Oslo).	1891	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpinia	NA	pectinata	NA	Species	G.O. Sars, 1891	accepted	2023-11-24	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Harpinia pectinata G.O. Sars, 1891. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102972	https://www.marinespecies.org/aphia.php?p=taxdetails&id=102972	NA	NA	NA	102972	101716	Harpinia pectinata	NCBI:txid1732150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HARPINIA PROPINQUA	R04943	102974	urn:lsid:marinespecies.org:taxname:102974	urn:lsid:marinespecies.org:taxname:102974	urn:lsid:marinespecies.org:taxname:1596965	urn:lsid:marinespecies.org:taxname:101716	Harpinia propinqua	Harpinia propinqva	Harpinia	NA	NA	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpinia	NA	propinqua	NA	Species	G.O. Sars, 1891	unjustified emendation	2022-08-11	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Harpinia propinqua G.O. Sars, 1891. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102974	https://www.marinespecies.org/aphia.php?p=taxdetails&id=102974	NA	NA	NA	1596965	101716	Harpinia propinqua	NCBI:txid1732150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HARPINIA SERRATA	R04944	102975	urn:lsid:marinespecies.org:taxname:102975	urn:lsid:marinespecies.org:taxname:102975	urn:lsid:marinespecies.org:taxname:102975	urn:lsid:marinespecies.org:taxname:101716	Harpinia serrata	Harpinia serrata	Harpinia	Sars, G.O. (1879). Crustacea et Pycnogonida nova in itinere 2do et 3tio expeditionis Norvegicae anno 1877 & 78 collecta (prodromus descriptionis). <em>Archiv for Mathematik og Naturvidenskab.</em> 4: 427-476.	1879	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpinia	NA	serrata	NA	Species	G. O. Sars, 1879	accepted	2004-12-21	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Harpinia serrata G. O. Sars, 1879. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102975	https://www.marinespecies.org/aphia.php?p=taxdetails&id=102975	NA	NA	NA	102975	101716	Harpinia serrata	NCBI:txid1732150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HARPINIA TRUNCATA	R04945	102976	urn:lsid:marinespecies.org:taxname:102976	urn:lsid:marinespecies.org:taxname:102976	urn:lsid:marinespecies.org:taxname:102976	urn:lsid:marinespecies.org:taxname:101716	Harpinia truncata	Harpinia truncata	Harpinia	Sars, G.O. (1891). Amphipoda. Part VII. Phoxocephalidae. An account of the Crustacea of Norway, with short descriptions and figures of all the species:. I: 141-160, pls 49-60. Cammermeyer, Christiana (Oslo).	1891	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpinia	NA	truncata	NA	Species	Sars, 1891	accepted	2004-12-21	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Harpinia truncata Sars, 1891. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102976	https://www.marinespecies.org/aphia.php?p=taxdetails&id=102976	NA	NA	NA	102976	101716	Harpinia truncata	NCBI:txid1732150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HARPINIOPSIS EMERYI	R01600	548917	urn:lsid:marinespecies.org:taxname:548917	urn:lsid:marinespecies.org:taxname:548917	urn:lsid:marinespecies.org:taxname:548917	urn:lsid:marinespecies.org:taxname:101717	Harpiniopsis emeryi	Harpiniopsis emeryi	Harpiniopsis	Barnard, J.L. (1960). The amphipod family Phoxocephalidae in the eastern Pacific Ocean with analyses of other species and notes for a revision of the family. <em>Allan Hancock Pacific Expeditions.</em> 18(3): 175-368.	1960	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpiniopsis	NA	emeryi	NA	Species	J.L. Barnard, 1960	accepted	2010-11-29	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Harpiniopsis emeryi J.L. Barnard, 1960. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=548917	https://www.marinespecies.org/aphia.php?p=taxdetails&id=548917	NA	NA	NA	548917	101717	Harpiniopsis emeryi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HARPINIOPSIS EPISTOMATA	R01601	548918	urn:lsid:marinespecies.org:taxname:548918	urn:lsid:marinespecies.org:taxname:548918	urn:lsid:marinespecies.org:taxname:548918	urn:lsid:marinespecies.org:taxname:101717	Harpiniopsis epistomata	Harpiniopsis epistomata	Harpiniopsis	Barnard, J.L. (1960). The amphipod family Phoxocephalidae in the eastern Pacific Ocean with analyses of other species and notes for a revision of the family. <em>Allan Hancock Pacific Expeditions.</em> 18(3): 175-368.	1960	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpiniopsis	NA	epistomata	NA	Species	J.L. Barnard, 1960	accepted	2010-11-29	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Harpiniopsis epistomata J.L. Barnard, 1960. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=548918	https://www.marinespecies.org/aphia.php?p=taxdetails&id=548918	NA	NA	NA	548918	101717	Harpiniopsis epistomata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HARPINIOPSIS FULGENS	R01602;R09496	548919	urn:lsid:marinespecies.org:taxname:548919	urn:lsid:marinespecies.org:taxname:548919	urn:lsid:marinespecies.org:taxname:548919	urn:lsid:marinespecies.org:taxname:101717	Harpiniopsis fulgens	Harpiniopsis fulgens	Harpiniopsis	Barnard, J.L. (1960). The amphipod family Phoxocephalidae in the eastern Pacific Ocean with analyses of other species and notes for a revision of the family. <em>Allan Hancock Pacific Expeditions.</em> 18(3): 175-368.	1960	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpiniopsis	NA	fulgens	NA	Species	J.L. Barnard, 1960	accepted	2010-11-29	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Harpiniopsis fulgens J.L. Barnard, 1960. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=548919	https://www.marinespecies.org/aphia.php?p=taxdetails&id=548919	NA	NA	NA	548919	101717	Harpiniopsis fulgens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HARPINIOPSIS GALERA	R01603	548920	urn:lsid:marinespecies.org:taxname:548920	urn:lsid:marinespecies.org:taxname:548920	urn:lsid:marinespecies.org:taxname:548920	urn:lsid:marinespecies.org:taxname:101717	Harpiniopsis galera	Harpiniopsis galera	Harpiniopsis	Barnard, J.L. (1960). The amphipod family Phoxocephalidae in the eastern Pacific Ocean with analyses of other species and notes for a revision of the family. <em>Allan Hancock Pacific Expeditions.</em> 18(3): 175-368.	1960	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpiniopsis	NA	galera	NA	Species	J.L. Barnard, 1960	accepted	2010-11-29	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Harpiniopsis galera J.L. Barnard, 1960. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=548920	https://www.marinespecies.org/aphia.php?p=taxdetails&id=548920	NA	NA	NA	548920	101717	Harpiniopsis galera	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HARPINIOPSIS NAIADIS	R01604	548926	urn:lsid:marinespecies.org:taxname:548926	urn:lsid:marinespecies.org:taxname:548926	urn:lsid:marinespecies.org:taxname:548926	urn:lsid:marinespecies.org:taxname:101717	Harpiniopsis naiadis	Harpiniopsis naiadis	Harpiniopsis	Barnard, J.L. (1960). The amphipod family Phoxocephalidae in the eastern Pacific Ocean with analyses of other species and notes for a revision of the family. <em>Allan Hancock Pacific Expeditions.</em> 18(3): 175-368.	1960	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpiniopsis	NA	naiadis	NA	Species	J.L. Barnard, 1960	accepted	2010-11-29	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Harpiniopsis naiadis J.L. Barnard, 1960. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=548926	https://www.marinespecies.org/aphia.php?p=taxdetails&id=548926	NA	NA	NA	548926	101717	Harpiniopsis naiadis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
